"KIRKURD CASTLE CRAIG",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4323,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,,,,,,,,1.39,2.70,4.00,,
February,,,,,,,,2.84,3.70,1.90,,
March,,,,,,,,3.10,1.98,2.78,,
April,,,,,,,2.53,1.50,2.77,3.00,,
May,,,,,,,0.55,2.10,2.00,2.76,,
June,,,,,,,2.96,2.70,2.29,1.45,,
July,,,,,,,3.13,2.60,1.50,3.10,,
August,,,,,,,1.95,3.50,2.91,1.23,,
September,,,,,,,3.23,3.35,2.93,4.45,,
October,,,,,,,3.45,1.55,3.39,2.78,,
November,,,,,,,1.27,2.90,3.41,3.29,,
December,,,,,,,4.30,2.95,3.20,2.95,,
Total,,,,,,,,30.48,32.78,33.69,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,23.37,30.48,32.78,33.69,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,,
