STOER HEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NC 00364 32984,Long,-5.402694,Lat,58.240167,Elevation,120,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,2.3,3.6,9.6,5.8,6.5,7.3,9.1,6.2,2.6,4.6,0.7,4.1,2.7,4,2.1,3.6,3.7,3.6,5,6.5,4.3,4,3.8,5,3.2,5.8,0.8,3.8,3.5,3.4,3,0.63,2.64,1.36,1.89,,,,,,,,,,,,,,,4.45,4.3,2.26,3.46,,2.75,4.02,4.36,5.04,,,,,,,,,,,,
February,,5,1.4,1,1.5,3,1.5,8.4,4.2,0.9,6,1.8,5.3,2.5,0.9,4.2,2.1,3.7,2.7,5.7,0.8,4,3.9,2.3,8.7,0.7,2.4,1.9,3.5,1.6,2.7,4.1,0.59,2.19,1.13,2.02,,,,,,,,,,,,,,,5.04,0.87,2.59,2.07,,1.76,2.4,1.24,1.98,,,,,,,,,,,,
March,,1.5,1.5,3,4.2,5.6,3.6,5.4,4.1,1.9,1.7,3.2,6.3,2.3,1.3,2.3,1.7,1.2,1.7,5.2,4.9,2.3,1.3,2.9,3.2,5.3,3.6,5.4,3.3,3.5,1.2,2.85,1.48,2.37,0.7,3.12,,,,,,,,,,,,,,,1.94,3.11,2.1,0.2,,1.96,2.13,2.88,1.42,,,,,,,,,,,,
April,,0.5,0.8,2.1,3.7,3,6.1,4,2.2,1.8,3.3,0.9,2.8,1.3,0.7,0.5,2.4,3.4,7.3,2.1,1.7,0.02,2.1,1.1,0.5,4.9,2.2,1.2,1.7,1.4,2.5,1.15,0.18,1.32,3.22,2.33,,,,,,,,,,,,,,,1.8,0.88,1.38,0.73,,1.9,1.35,5.48,1.45,,,,,,,,,,,,
May,,1.5,2.4,3.4,3.1,5.3,3.6,4.7,3.3,2,3.1,1.6,2.6,2.8,2.6,1.9,2.2,0.9,5.6,1.2,1.2,3.7,4.4,3.1,4.2,1.5,1.2,1.6,2,1.6,1.1,1.1,0.85,0.96,1.49,0.63,,,,,,,,,,,,,,,2.56,2.14,3.11,1.76,1.03,2.65,1.88,1.66,0.83,,,,,,,,,,,,
June,,1.3,1.6,5.7,3.2,1.3,3.9,7.9,2.3,1.1,3.3,2.3,2.8,0.7,1.4,3.4,3.4,2.9,1.5,0.7,4.1,2.4,3.9,0.8,1.6,4,2.4,0.4,2.7,1.4,1,1.74,0.73,1.33,1.58,0.53,,,,,,,,,,,,,,,1.09,2.05,1.48,,2.69,1.21,2.17,2.52,1.84,,,,,,,,,,,,
July,,4.1,3.4,5.7,2.4,6.9,6.4,4.5,4.8,2.5,4,3.1,3.8,3,2.4,2.6,4.4,4.1,2,1.4,6,6.3,3.3,5.8,4.4,4.8,3,3.2,2.2,1.6,3.4,1.45,1.02,4,1.33,1.44,,,,,,,,,,,,,,,3.02,2.03,1.57,,3.16,2.28,1.65,2.51,3.28,,,,,,,,,,,,
August,,3.2,0.8,4.8,4.4,7.4,6.5,7.2,2.3,5.4,1.5,3.5,5.6,4.8,2.1,1.1,3.1,3.6,4.1,5.6,6.2,7.1,4.8,5.4,7.3,3.4,4.6,2.4,3.1,1.1,2.6,2.1,0.91,4.34,3.92,2.39,,,,,,,,,,,,,,,1.17,0.95,2.5,,3.37,2.58,3.14,1.24,2.04,,,,,,,,,,,,
September,,1.7,2.3,3.1,5.3,4.7,6,2.4,6.6,5.3,1.9,1.4,4,2,2.2,4.4,3.2,4.7,2.5,3.2,3.1,6.6,6.3,5.9,0.8,1.9,2.7,3.1,3.8,5.3,5.6,0.93,0.76,1.72,3.41,3.39,,,,,,,,,,,,,,,3.12,2.62,1.69,,3.83,3.85,4.4,4.31,1.95,,,,,,,,,,,,
October,,5.6,4.9,4.6,6.5,5.5,10.9,8,4.9,6.4,4.5,3.1,2.2,3.7,4.7,3.7,3.1,6.8,7.5,2.6,10.5,4.9,3.9,8.1,2.5,5.6,4.2,2.3,1.7,4.1,5.5,1.65,2.58,3.25,3.86,3.07,,,,,,,,,,,,,,,0.83,3.98,1.88,,3.24,3.8,4.71,4.5,2.7,,,,,,,,,,,,
November,5.06,2.2,4.7,3.6,4.7,4.8,6.1,7.2,4.2,4.3,5.4,6.3,4.4,3.1,4.6,2.6,4.8,2.8,4.1,3.9,5.4,4.1,2.1,5.1,5.6,2.2,3.6,3.4,3.8,6.3,3.3,1.85,5.37,2.59,3.27,2.55,,,,,,,,,,,,,,,4.01,0.73,2.86,,2.57,3.46,3.22,3.04,2.99,,,,,,,,,,,,
December,1.6,3.7,5.2,6.4,2.6,8,5.9,6.3,3.7,5.5,4.1,4.3,4.6,3.2,4.3,4.4,3.6,4.6,2.8,4.3,2.3,4.1,3.8,6.2,6.2,2,2.8,3.6,6.8,2.7,9.3,1.89,3.05,1.28,3.67,2.41,,,,,,,,,,,,,,,2.34,3.95,2,,4.5,4.13,2.2,0.25,2.41,,,,,,,,,,,,
Total,,32.6,32.6,53,47.4,62,67.8,75.1,48.8,39.7,43.4,32.2,48.5,32.1,31.2,33.2,37.6,42.4,45.4,40.9,52.7,49.82,43.8,50.5,50,39.5,38.5,29.3,38.4,34.1,41.6,23.81,18.15,27.99,28.94,25.77,,,,,,,,,,,,,,,31.37,27.61,25.42,,,32.33,33.27,33.99,27.93,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870 removed total as incomplete year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 1919 IDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906 Bad NP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907 Bad NP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908 Bad NP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909 Bad NP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910 Bad NP Deleted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911 Bad NP Deleted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912 Bad NP Deleted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913 Bad NP Deleted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914 Small NP Deleted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915 Small NP Deleted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916 Small NP Deleted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917 Small NP Deleted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
