BRIDPORT-CONEYGAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SY469932,Long,-2.753823,Lat,50.735973,Elevation,110,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,3.98,7.24,4.59,3.58,5.54,2.01,4.93,4.41,4.17,2.66,5.14,1.64,5.25,2.86,2.43,2.35,2.32,0.82,5.39,4.75,3.14,5.51,2.62,4.45,3.92,7.03,2.79,2.37,3.85,3.12,6.17,0.85,0.64,3.75,2.55,0.99,1.88,4,4.46,3.69,4.12,5.94,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,1.71,4.24,0.45,0.29,2.91,7.77,1.22,5.4,1.91,3.54,2.69,2.06,1.25,2.22,0,4.6,0.08,2.79,2.69,4.72,0.97,2.03,3.9,3.88,0.18,0.99,0.46,2.35,2.87,1.91,1.02,1.42,5.64,5.45,0.89,2.1,3.02,2.83,0.08,4.12,3.98,0.43,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,1.76,4.82,2.79,1.84,3.66,1.61,1.64,0.34,0.32,3.58,2.93,0.27,1.48,1.29,2.03,3.3,2.06,1.28,4.25,3.96,0.22,1.18,2.99,2.82,2.65,1.3,0.14,1.12,1.46,8.03,1.15,1.57,1.8,4.04,3.72,0.6,4.19,1.76,0.85,3.06,1.69,4.2,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,1.43,2.08,4.22,0.98,3.56,2.59,3.33,2.34,2.4,2.05,1.47,0.7,3.3,2.56,2.65,1.81,2.36,3.87,1.69,2.29,0.14,2.03,2.07,3.21,1.6,0.91,2.06,0.84,1.94,2.01,1.86,1.91,2.27,1.78,2.32,3.51,0.23,0.96,0.93,0.27,0.92,2.79,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,1.79,0.8,1.89,1.88,0.88,1.62,5.98,5.82,1.84,0.9,1.56,1.95,2.22,3.14,4.38,2.29,1.23,1.42,0.79,3.18,2.05,0.71,1.79,1.95,4.15,2.16,0.73,3.18,4.33,2.41,2.89,2.45,1.43,2.63,2.46,3.08,1.79,4.16,0.53,1.81,3.17,0.85,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,1.17,0.77,2.41,0.55,0.83,0.59,2.46,0,2.88,2.37,1.76,2.1,0.59,2.94,2.48,1.08,0.99,3.46,1.92,0.98,1.02,2.93,0.46,2.32,0.28,1.1,2.29,3.95,3.85,2.46,2.04,0.43,0.81,0.65,1.52,2.32,3.1,3.08,2.56,2.15,3.49,1.26,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,4.63,2.16,4.94,0.74,5.15,1.79,4.43,3.4,2.19,2.5,1.75,1.68,1.79,3.56,2.28,1.78,0.08,0.49,4.57,3.52,3.31,4.83,2.82,0.82,1.58,2.97,3.31,1.45,1.38,2.83,1.39,1.36,4.33,2.6,2,3.04,2.89,4.65,2.5,4.32,2.56,1.87,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,1.84,2.08,1.39,2.62,4.19,2.04,3.2,3.69,1.2,3.6,2.15,2.18,3.81,4.03,1.55,1.46,3.55,2.48,0.18,1.1,2.33,2.95,0.04,3.77,4.56,3.4,2.32,1.86,4.57,1.07,4.02,1.34,5.44,5.03,3.99,2.3,3.21,0.57,4.78,2.62,3.14,2.13,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,7.78,1.75,1.73,1.28,2.54,4.11,6.12,3.91,0.74,5.72,1.8,0.37,4.46,2.35,4.12,2.37,2.86,2.79,2.59,3.24,2.31,1.48,1.94,1.63,2.25,3.13,1.3,3.15,5.09,1.24,2.82,4.74,4.56,3.86,5.18,3.79,4.24,2.1,7.3,3.59,6.22,0.04,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,1.99,2.07,1.84,1.48,1.86,6.21,6.08,4.62,3.58,2.64,6.59,4.28,2.98,0.5,5.84,2.45,2.57,4.34,1.63,4.53,3.3,5.86,4.2,1.4,5.09,4.43,4.44,5.49,1.29,0.9,2.9,6.06,1.71,0.97,5.35,3.42,3.06,2.75,1.81,3.08,2.52,3.76,8.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
