"FEARN, LOWER PITKERRIE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NH866800,Long,-3.90937,Lat,57.795221,Elevation,95,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,2.11,1.15,3.6,1.31,1.81,2.42,1.41,0.81,3.37,1.35,1.89,1.71,1.22,2.74,1.88,0.96,1.55,2.99,2.46,1.59,1.17,2.59,0.54,1.61,1.89,1.64,1.24,1.67,1.99,0.54,1.14,0.43,2.49,1.69,2.38,1.55,2.24,1.35
February,,,1.43,1.06,0.74,2.49,1.14,1.4,1,2.34,0.69,2.33,1.85,2.03,4.72,0.83,0.71,0.66,3.35,1.32,0.85,2.01,0.85,1.97,2.21,2.26,2.57,1.14,1.87,0.52,0.62,1.46,1.76,1.55,1.78,1.45,1.61,0.57,1.7,1.35
March,,,2.71,1.41,1,1.38,0.88,0.57,2.36,1.19,2.51,1.19,1.02,0.45,1.56,1.42,1.2,1.97,1.44,2.46,1.28,1.49,1.22,2.52,0.41,3.94,1.56,1.15,2.25,1.44,0.71,0.94,1.31,1.83,1.87,1.7,1.12,1.56,0.9,1.01
April,,,1.97,0.9,0.1,0.93,0.69,1.54,1.58,1.72,1.11,0.37,1.27,1.06,0.71,0.95,1.54,0.82,1.74,2.4,1.68,1.02,0.73,1.98,2.33,1.82,1.46,0.9,1.54,1.64,3.32,1.1,1.55,1.07,0.69,1.79,1.19,1.22,1.19,2
May,,,1.15,0.79,1.77,2.26,2.75,0.41,1.3,0.66,0.96,2.34,2.36,0.97,3.52,0.52,0.9,1.49,2.02,1.96,1.22,1.87,2.42,1.24,0.86,1.82,3.24,2.49,2.02,1.83,0.72,1.68,1.9,1.3,1.83,0.78,3.23,1.55,1.62,0.1
June,,,2.59,1.19,0.53,2.79,0.92,0.32,2.31,0.64,1.61,1.12,1.71,0.96,1.54,3.51,3.36,1.94,0.91,1.81,2.36,1.58,1.74,1.51,0.83,0.61,0.32,3.1,0.71,1.93,1.62,1.65,2.82,2.69,0.96,0.75,3.53,2.45,1.32,1.91
July,,,2.28,5.03,1.08,0.91,1.86,2.16,3.38,1.27,2.74,3.23,1.96,2.77,4.78,2.75,3.58,0.55,1.51,2.5,3.48,3.23,2.9,3.21,0.87,1.65,1.93,2.56,1.16,1.64,3.82,2.42,1.3,1.48,3.3,3.23,3.19,1.03,5.51,0.43
August,,,1.41,2.92,1.59,1.06,1.08,1.98,2.22,4.55,3.76,2.96,2.62,2.17,3.86,2.16,1.72,2.16,2.37,0.44,3.96,2.53,1.15,3.34,3.36,2.99,3.81,1.39,1.36,2.32,2.79,0.81,3.78,0.83,2.16,0.87,0.99,4.3,2.19,2.81
September,,,2.72,2.66,0.37,3.36,2.33,2.01,0.76,0.94,2.01,1.39,2.79,2.8,0.29,1.36,2.83,1.16,3.96,2.73,1.81,0.71,1.81,1.32,2.34,1.82,1.51,0.75,4.12,1.97,1.55,1.04,0.69,2.4,1.02,2.27,0.89,2.36,2.47,1.94
October,,,1.4,2.07,2.34,1.6,1.5,1.75,3.17,2.93,2.54,0.8,3.87,3.65,2.27,3.24,1.9,1.73,2.97,0.93,2.32,2.52,1.28,5,1.65,2.97,2.55,2.23,0.82,2.9,0.9,1.23,1.88,0.72,1.03,0.26,4.24,3.61,1.06,1.85
November,,,2.09,1.8,2.81,0.35,1.55,1.75,2.64,1.21,2.78,1.83,1.6,3.45,0.88,0.4,0.41,1.1,1.77,1.79,3.03,1.67,0.47,2.95,1.79,3.23,5.46,2.16,2.28,1.68,3.34,4.16,2.17,2.06,3.25,1.44,1.77,3.78,1.67,2.54
December,,,4.28,2.04,1.56,1.5,1.88,1.68,0.79,1.23,0.39,2.45,1.4,1.8,2.04,2.3,2.81,2.07,4.24,2.81,3.84,3.62,1.95,1.21,1.96,1.04,1.46,2.34,1.11,1.65,1.58,1.32,2.98,2.18,2.04,2.86,1.74,1.16,2.3,0.94
Total,,,26.14,23.02,17.49,19.94,18.39,17.99,22.92,19.49,24.47,21.36,24.34,23.82,27.39,22.18,22.84,16.61,27.83,24.14,28.29,23.84,17.69,28.84,19.15,25.76,27.76,21.85,20.48,21.19,22.96,18.35,23.28,18.54,22.42,19.09,25.88,25.14,24.17,18.23
