WESTRAY NOUP HEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,HY 392 498,Long,-3.069781,Lat,59.330953,Elevation,190,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,,,,6,3.95,2.4,2.75,2.65,2.02,1.77,2.01,3,2.4,2.68,4.18,3.82,2.22,1.99,3.56,2.47,4.19,4.47,0.87,2.8,3.72,5,2.68,4.73,2.81,2.18,,2.7,2.29,2.32,1.59
February,,,,,,,,,,3.05,4.4,4.1,2.1,5.65,2.19,1.81,2.76,2.76,2.44,1.69,2.43,2.61,2.88,2.35,3.24,4.51,1.36,1.12,3.53,0.98,3.83,1.32,2.07,4.42,1.56,3.41,,1.42,1.59,0.79,1.09
March,,,,,,,,,,3.75,1,1.7,3.95,3.65,1.8,2.1,0.81,1.22,4,1.65,1.87,1.6,2.96,2.86,3.29,1.47,0.92,2,1.41,1.93,3.11,3.16,1.77,0.46,2.02,1.41,,1.83,1.49,0.66,2.17
April,,,,,,,,,,5,2.3,2.6,1.4,3.05,3.1,1.45,1.4,1.35,0.8,1.45,3.77,2.61,2.46,1.93,1.56,2.27,2.37,2.51,0.9,2.59,1.68,1.56,2.21,1.96,2.81,1.66,,3.09,0.84,1.44,1.48
May,,,,,,,,,,2.8,1.9,1.3,2.25,0.9,1.1,0.71,1.63,0.5,1.63,1.38,1.54,2.07,3.61,1.66,2.59,0.32,2.92,0.95,0.51,0.1,2.15,2.54,2.31,2.97,1.14,1.58,,1.1,1.33,0.88,1.19
June,,,,,,,,,,2,1.35,2.65,2.2,1,0.45,0.85,1.1,2.6,2.02,1.3,0.4,1.7,1.43,2.33,0.72,0.47,3.43,1.91,2.58,2.66,0.78,1.99,1.34,1.02,1.92,0.82,,2.08,1.57,1.39,0.94
July,,,,,,,,,,3.1,3.1,1.5,2.4,3.9,0.52,2.75,1.34,0.9,0.81,1.93,1.04,2.15,1.39,0.83,2.26,3.06,1.78,0.5,4.71,0.94,3.27,1.96,2.19,2.97,2.09,1.49,,0.97,2,1.25,1.36
August,,,,,,,,,,1.05,2.95,3.8,2.05,3.4,2.56,2.63,3.1,2.09,1.92,3.75,2.9,2.33,3.82,0.67,1.24,1.85,0.59,1.67,5.86,6.55,1.18,2.02,1.81,2.96,1.88,1.42,,1.04,0.52,2.99,4.63
September,,,,,,,,,,5.15,5.85,1.55,2.7,2.19,2.64,2.55,2.13,1.5,3.39,1.55,1.18,2.62,1.06,2.61,2.48,3.65,1.45,4.08,2.65,3.59,3.26,2.41,1.96,4.01,4.39,1.59,,1.9,2.06,2.23,3.48
October,,,,,,,,,,5,5.79,4.1,4.05,5.1,3.21,3.33,2.4,1.65,1.2,3.69,1.5,1.86,2.96,2.33,2.16,1.31,4.76,6.94,1.34,2.84,0.7,3.23,1.74,4.04,2.54,3.42,,2.94,2.01,2.59,3.4
November,,,,,,,,,,8.65,4.65,2,3,2.69,1.3,2.76,3.75,2.48,3.42,3.86,4.55,3.63,3.59,4.04,4.88,3.07,4.27,3.82,1.5,4.48,3.07,2.13,2.02,4.84,2.38,1.46,,1.93,4.42,2.44,3.07
December,,,,,,,,,9.95,5.8,5.85,5.9,3.3,4,3.83,1.66,4.52,2.02,2.85,4.03,2.38,4.3,3.37,3.3,4.59,5.37,4.83,1.76,3.76,5.02,2.91,5.47,3.61,2.86,3.65,1.6,,1.58,2.32,2.79,1.76
Total,,,,,,,,,,51.35,43.09,33.6,32.15,38.18,24.72,24.37,26.95,22.07,26.88,28.96,27.74,31.3,31.75,26.9,32.57,29.82,32.87,31.73,29.62,34.48,29.66,32.79,25.71,37.24,29.19,22.04,,22.58,22.44,21.77,26.16
