"LOCH FINLAS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5257,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,1.49,6.12,9.35,6.52,4.50,7.98,6.31,9.28,6.42,5.05,,
February,3.64,2.57,5.38,2.73,6.91,4.00,0.33,4.42,5.50,5.56,,
March,2.98,3.52,2.85,1.15,3.48,2.33,4.30,5.41,2.36,3.83,,
April,2.44,2.96,4.48,4.08,2.99,1.67,8.74,4.08,4.60,4.80,,
May,4.39,3.56,4.00,3.39,4.86,0.76,4.40,1.12,2.08,2.04,,
June,0.78,2.10,5.34,4.37,4.40,2.89,4.80,5.79,1.32,3.32,,
July,3.30,5.27,2.12,3.32,4.81,4.81,4.18,3.46,1.57,6.39,,
August,7.47,6.10,5.58,3.90,2.64,3.41,0.20,5.42,4.16,8.08,,
September,2.43,7.16,3.61,7.35,7.72,9.05,6.05,5.96,2.60,13.60,,
October,6.10,7.75,11.38,6.78,6.44,0.75,2.12,5.37,6.90,5.52,,
November,6.75,1.66,4.75,9.52,1.02,8.34,8.92,4.59,8.88,5.49,,
December,3.38,10.41,3.44,7.88,6.04,7.02,2.96,8.54,11.46,2.47,,
Total,45.15,59.18,62.28,60.99,55.81,53.01,53.31,63.44,57.85,66.15,,
Calc annual,45.15,59.18,62.28,60.99,55.81,53.01,53.31,63.44,57.85,66.15,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,,
