"SWARRATON RECTORY",,,,,,,,,,,,
Grid ref,SU579372,Long,-1.173918,Lat,51.131158,,,,,,,
Station no,RR1224,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.50,1.84,0.97,3.11,4.71,0.68,6.14,0.90,1.82,1.01,,
February,6.58,1.82,1.46,1.91,3.92,0.83,2.94,1.68,1.16,0.66,,
March,1.24,2.42,2.34,4.35,1.47,5.22,1.62,1.16,3.41,4.09,,
April,1.67,2.45,1.74,2.38,1.61,1.82,1.16,3.68,3.79,1.98,,
May,1.91,1.35,2.63,3.58,4.29,0.48,1.91,1.81,2.52,1.55,,
June,3.49,1.71,4.42,3.38,0.74,5.00,2.21,1.87,0.80,5.28,,
July,1.06,3.11,1.16,3.23,1.53,0.48,0.81,1.17,2.52,2.71,,
August,2.53,2.67,4.04,3.88,3.74,3.71,1.60,2.76,3.91,2.25,,
September,1.05,2.06,0.88,2.36,1.71,2.17,1.44,0.62,1.69,2.97,,
October,2.94,2.33,2.30,10.07,2.25,2.06,6.35,7.27,1.82,7.89,,
November,3.13,0.85,3.34,1.77,1.45,3.90,4.33,2.62,1.29,0.73,,
December,4.52,5.22,1.82,4.08,3.13,0.83,2.50,4.90,3.41,4.50,,
Total,33.62,27.83,27.10,44.10,30.55,27.18,33.01,30.44,28.14,35.62,,
Calc annual,33.62,27.83,27.10,44.10,30.55,27.18,33.01,30.44,28.14,35.62,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,,
