BORROWDALE SEATHWAITE (Field),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY235121,Long,-3.1813,Lat,54.499,Elevation,422,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,8.28,24.27,15.7,3.12,4.18,0.44,10.33,20.46,22.04,11.09,15.39,10.76,8.26,11.54,21.86,11.06,13.44,5.95,20.4,4.58,11.13,,16.6,21.16,17.62,8.74,12.95,18.75,16.3,8.5,19.95,5.65,16.6,10.7,16.2,10.85,13.3,4.94,10.75,11.85,21.95,,,16.22,19.2,27.95,10.8,14,10.8,10.7,19.5,,30,3.6,21.25,,18.51,16,20.75,13.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,13.03,13.09,10.92,7.8,15.84,10.44,12.89,17.55,14.07,24.55,3.15,8.96,2.49,10.36,3.58,2.43,4.29,20.46,25.45,1.81,10.07,,16.46,8.88,7.94,5.69,3.58,21.35,11.23,9.7,9.25,7.95,9.3,9.88,19.6,20.78,6.47,6.3,18.14,16.25,12.35,,,1.49,14.5,1.45,13.1,18.6,2.3,13.8,16.2,,11,,1.7,,0,15.5,2.6,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,13.25,7.17,7.53,10.2,6.88,13.91,12.84,6.3,13.7,14.54,10.63,3.9,8.03,8.65,12.4,7.58,2.78,6.41,11.7,13.45,18.94,,5.82,9.32,0.79,7.98,9.05,22.9,13.55,11.6,9.65,14.1,11.5,6.5,8.6,,16.37,16.3,12.55,3.45,3.22,,,11.14,16.6,25.25,7.9,5.45,2.7,4.1,6.3,,9.4,2.16,6.52,,9.19,8.25,7.8,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,5.46,4.99,3.57,4.67,9.04,3.58,9.5,4.53,4.26,8.11,6.72,8.96,7.35,5.3,4.43,7.32,3.55,2.13,4.2,8.23,5.55,,10.89,12.78,8.49,7.64,6.5,4.95,15.35,10.8,4.1,7.05,4.3,4.55,8.63,11.04,2.64,13.15,4.75,7.45,9.2,,,12.3,12.1,2.7,4.45,9,5,15,7.71,,5.75,4.32,3.15,,10.5,5,6.5,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,1.88,10.27,8.82,4.38,6.08,12.89,8.24,5.59,16.85,6.06,7.67,5.03,6.73,5.39,7.64,5.14,11.03,5.34,7.13,0.51,1.12,,6.75,8.73,7.88,3,5.9,8.2,7.65,8.45,16.13,10.5,8,4.94,7.09,7,3.85,6.78,6.68,0.95,7.98,,,2.02,12.45,6.45,8,10,10.2,12.9,6.79,,1,6.55,4.5,,7.25,4.5,11.8,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,7.63,9.86,5.62,10.39,9.09,15.74,13.44,6.61,1.34,5.99,4.47,2.12,2.28,1.03,11.97,2.95,7.88,5.3,6.96,3.73,6.44,,8.78,1.78,8.32,6.75,2.05,3.9,4.7,7.2,4.45,16.65,7.65,4.2,2.8,9.84,10.01,11.52,2.75,1.7,4,,,5.71,6.85,1.2,9,6,8.3,0.44,8.56,,11.9,5.45,5.6,,5,4,6.25,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,5.58,14.21,2.81,11.4,9.62,12.45,21.02,5.82,9.9,11.72,12.74,9.69,10.76,5.36,13.09,5.37,8.06,10.39,7.42,8.49,9.13,,3.53,6.68,4,2.25,7.3,10.7,8.2,5.15,8.2,4.35,8,15.75,9.3,2.57,9.8,1.7,5.8,9.6,6.64,,,3.55,10.5,6.9,11.1,9.7,10.25,3.34,11.15,,14.65,11.95,6.2,15.8,9.25,10,4,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,9.28,11.19,8.23,12.5,3.78,12.85,8.5,11.43,3.23,8.06,7.95,4.94,8.79,11.97,9.38,25.11,15.05,12.43,11.41,14.89,8.93,,22.4,3.95,12.73,12.61,7.5,21.2,10.45,10.4,13,13.55,14.7,7.7,17.5,9,11.95,7.18,9.05,3.59,5.52,,,7.8,8.7,14.4,10.3,22.35,11,10.35,9.5,,12.75,14.1,15.14,7.15,7.25,7,15.25,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,13.78,7.5,7.46,15.03,15.74,9.06,4.92,8,13.1,11.57,18.9,19.6,16.36,5.59,8.03,15.84,20.01,22.08,11.89,0.51,5.57,15.83,,10.94,14.28,10.5,8.03,6.05,12.35,8,8.5,4.32,2.1,16.75,4.9,1.58,6.9,6.23,4.38,5.4,1.64,4.85,,,14.99,10.5,3.5,9.6,14.1,17,8,12.4,,9.5,4.26,8.4,7.5,16.25,2,17,18.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,9.72,7.87,21.87,14.91,8.41,2.88,6.23,8.63,14.83,10.27,12.62,10.74,7.95,14.99,13.72,11.12,15.77,10.17,18.1,16.89,10.61,12.43,,15.37,13.35,14.4,16.33,10.95,25,9.8,12,16.15,15.8,5,20.4,6.38,13.51,14.3,8.4,3,2.95,25,,,2.2,2.2,7.2,5.35,25,10.8,15.3,7.6,,16.7,16.25,22.1,10.1,18.75,9,21.5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
