"LIVERPOOL HOPE STREET",,,,,,,,,,,,
Grid ref,SJ355896,Long,-2.971526,Lat,53.399267,,,,,,,
Station no,RR4274,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.04,2.12,2.37,1.93,2.28,1.25,,,,,,
February,3.28,1.49,1.83,1.96,4.27,1.36,,,,,,
March,1.15,1.73,1.37,3.33,1.66,3.51,,,,,,
April,1.29,1.85,2.22,1.80,1.18,2.24,,,,,,
May,1.61,0.94,4.18,3.01,2.16,0.52,,,,,,
June,2.53,2.03,1.91,1.81,1.39,2.28,,,,,,
July,1.31,1.73,2.30,2.57,1.59,1.95,,,,,,
August,7.87,3.01,2.63,3.67,4.65,3.43,,,,,,
September,0.89,0.95,1.12,5.05,2.35,1.83,,,,,,
October,4.20,3.44,3.35,8.19,1.62,2.79,,,,,,
November,3.31,2.98,1.94,3.20,2.25,3.59,,,,,,
December,2.66,3.33,2.51,1.57,2.90,0.48,,,,,,
Total,34.14,25.60,27.73,38.09,28.30,25.23,,,,,,
Calc annual,34.14,25.60,27.73,38.09,28.30,25.23,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
