ASHBURTON-WIDECOMBE-VIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX718767 ,Long,-3.8226,Lat,50.5762,Elevation,810,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,,,,,,,,,,,4.31,5.78,13.22,11.85,5.78,,1.6,10.49,2.4,5.49,,3.12,5.59,9.34,7.57,4.59,,5.3,2.24,2.41,10.51,6.69,,,,,,,,
February,,,,,,,,,,,3.3,5.91,9.97,4.7,5.03,,4.74,2.44,2.63,6.65,8.1,7.15,7.15,13.41,11.06,9.65,,1.7,1.48,4.51,2.5,0.14,,9.51,,,,,,
March,,,,,,,,,,,3.02,3.45,5.99,6.45,1.29,,4.72,3.04,1.7,0.96,5.02,6.5,2.62,2.84,4.91,2.53,,2.81,8.35,5.08,3.39,2.6,,0.26,,,,,,
April,,,,,,,,,,,0.37,7.18,3.74,1.25,1.96,,4.55,6.96,5.75,3.52,3.38,1.47,9.01,2.02,3.18,6.81,,1.48,3.52,1.78,4.67,3.7,,0.37,,,,,,
May,,,,,,,,,,,2.25,0.63,2.62,0.9,1.2,,0.23,4.59,5.81,3.08,0.84,2.67,3.53,1.87,2.05,3.13,4.11,2.36,2.89,3.2,3.25,4.96,,3.04,,,,,,
June,,,,,,,,,,,0.43,3.81,5.7,1.75,1.34,,1.15,1.59,4.36,7.84,1.47,3.94,3.25,3.73,1.29,1.99,1.27,0.05,3.39,0.17,1.98,4.91,,1.46,,,,,,
July,,,,,,,,,,,0.88,6.13,4.93,3.18,1.87,,1.06,4.21,1.55,6.03,4.23,2.95,6.58,4.74,3.79,0.85,2.26,1.64,5.09,3.86,5.63,4.81,,6.13,,,,,,
August,,,,,,,,,,,2.22,2.71,1.84,6.04,2.3,,3.91,4.5,6.37,8.78,0.78,5.28,4.8,1.85,0.22,,2.33,2,3.44,3.64,4.39,8.98,,2.12,,,,,,
September,,,,,,,,,,6.32,2.63,8.63,7.35,2.44,7.68,,8.73,3.07,1.97,6.79,7.42,4.52,4.68,9.27,2.47,,2.84,4.44,0.95,2.25,1.96,2.54,,3.16,,,,,,
October,,,,,,,,,,3.38,4.39,8.34,7.86,4.12,5.86,, ,2.88,6.63,2.4,4.32,8.31,8.43,6.13,1.85,,10.7,4.73,2.04,6.97,2.59,16.87,,3.29,,,,,,
November,,,,,,,,,,3.39,5.06,1.32,8.49,5.4,4.67,,7.11,8.65,5.57,2.05,8.3,12.62,7.85,4.28,2.79,,5.49,6.55,13.71,2.73,3.49,,,4.94,,,,,,
December,,,,,,,,,,4.98,4.4,5.98,11.48,1.13,4.69,,13.63,2.76,4.38,1.03,6.21,5.67,7.7,2.79,8.99,,9.46,5.62,6.66,3.48,1.4,,,,,,,,,
Total,,,,,,,,,,,33.26,59.87,83.19,49.21,43.67,, ,55.18,49.12,54.62, ,64.2,71.19,62.27,50.17,,,38.68,53.76,40.08,45.76,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Value for Oct 1876 removed as estimated,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,
July 1873 - end July 1879 gauge raised onto a wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880 total removed as no data for Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
