MINWORTH GREAVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP165923,Long,-1.758216,Lat,52.528324,Elevation,286,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,4.36,3.25,0.84,2.64,0.98,2.07,2.62,2.89,2.42,2.12,3.11,1.59,2.22,2.05,2.6,2.61,4.07,1.22,3.62,1.18,1.48,1.84,2.4,0.83,2.84,3.5,2.84,5.31,2.51,2.96,2.7,4.02,2.35,1.51,1.27,1.7,3.9,1.05,0.57,2.68,2.16,0.88,1.01,2.18,3.55,1.08,2.18,3.53,5.42
February,,,1.07,0.74,1.35,2.71,4.24,1,1.18,2.45,1.36,0.13,2.1,4.2,0.47,2.61,2.13,2.24,2.19,0.51,0.79,2.58,0.25,3.12,0.31,2.41,2.32,3.41,0.74,1.2,2.31,2.64,0.99,1.09,1.75,1.9,2.59,1.45,1.25,0.42,4.07,2.29,0.46,1.09,2.26,2.63,0.63,2.32,3.65,0.2,2.17
March,,,2.54,4.01,2.04,0.75,4.9,1.46,1,3.75,2.43,1.11,1.61,1.5,0.84,0.93,0.76,1.7,1.84,0.19,2.59,0.36,1.44,2.53,1.63,0.57,1.63,2.32,0.44,1.54,1.47,2.48,1.67,1.04,0.18,0.54,0.69,5.2,0.93,1.31,1.39,3.9,2.53,1.57,2.08,3.05,0.99,1.99,1.62,1.76,1.55
April,,,0.24,2.92,0.81,0.98,1.08,1.49,2.35,1.54,3.9,1.04,2.61,2.3,2.6,2.29,2.2,1.54,1.3,0.71,2.08,3.24,2.67,0.87,2.33,3.12,1.87,2.35,0.1,1.7,4.96,1.54,1.18,0.96,2.06,0.74,2.2,1.71,1.26,2.07,1.88,2.08,2.79,2.26,0.58,1.11,1.09,0.22,0.71,3.3,0.93
May,,,2.39,2.64,1.36,3.33,2.3,2.11,1.96,0.95,2.41,1.33,1.39,1.34,4.36,3.32,3.99,1.26,0.47,1.59,2.13,3.72,7.53,1.41,0.69,1.03,0.69,2.36,1.74,1.19,2.32,3.36,2.64,3.08,0.54,2.51,2.26,2.7,1.94,2.71,1.47,3.16,2.43,1.74,1.94,4.81,0.5,1.2,1.82,0.71,0.93
June,,,4.26,1.18,2.21,1.05,1.69,3.48,0.63,1.4,1.95,0.7,0.73,0.55,1.55,0.16,1.74,3.96,3.04,1.53,1.23,4.17,1,2.66,0.64,2.92,4.58,0.99,1.89,1.38,0.63,0.77,0.06,1.57,1.26,2.64,3.88,1.38,2.16,0.23,2.38,1.03,1.82,2.18,3.47,2.7,2.23,0.9,4.62,0.66,2.92
July,,,3.71,1.4,3.74,5.92,1.68,1.95,3.19,2.99,3.55,0.34,5.84,3.31,2.74,2.89,1.9,3.07,1.1,1.4,4.51,2.83,3.31,2.3,1.44,0.24,5.16,2.6,2.86,3.96,2.36,3.28,1.76,0.68,2.16,2.77,1.21,3.12,1.41,3.45,2.06,1.06,0.5,2.67,3.27,0.35,2.62,3.17,4.58,1.45,3.19
August,,,5.99,0.98,1.55,2.5,2.19,4.92,1.23,2.09,1.68,3.77,5.57,2.01,2.74,2.09,1.92,3.46,2.19,2,2.6,3.95,1.44,0.9,1.62,1.55,0.59,0.8,3.36,4.92,0.23,3.96,2.82,1.75,2.13,1.61,5.04,0.53,3.96,1.33,3.11,4.49,3.07,2.14,4.62,0.63,5.57,4.39,4.9,2.41,3.42
September,,,0.74,1.77,0.82,0.45,0.92,1.74,4.59,1.67,2.23,0.79,2.06,2.9,3.13,3.58,1.15,3.75,0.86,0.61,3.61,2.52,3.14,0.79,1.6,3.41,2.86,1.77,2.52,0.97,0.58,0.31,1.12,1.33,2.37,1.37,3.53,1.23,2.52,1.3,4.15,2.23,1.31,2.53,1.26,1.94,2.47,3.94,3.07,0.2,4.99
October,,,2.03,2.48,1.53,1.51,2.75,2.69,1.14,2.58,2.16,1.87,0.36,2.89,3.84,3.2,2.03,1.66,4.36,3.29,2.37,0.76,3.69,3.75,1.46,2.81,1.59,2.4,2.31,3.55,3.49,2.28,2.44,1.72,2.28,3.08,0.56,0.39,2.64,5.09,0.64,0.64,3.56,2.38,3.1,1.42,1.27,1.07,2.23,2.33,4.99
November,,,2.01,2.2,3.05,2.6,2.49,1.01,1.58,1.43,0.75,1.7,0.86,1.44,1.99,1.5,4.31,3.55,3.14,5.2,3.01,2.36,1.9,1.4,2.06,4.61,1.99,1.73,2.84,3.69,6.04,2.86,1.4,1.52,3.22,0.17,4.41,1.64,1.29,2.54,3.94,5.26,2.29,1.13,4.8,1.98,0.73,1.84,2,3.38,3.45
December,,,3.17,1.23,5.52,4.27,2.49,1.33,2.6,3.49,2.03,1.67,3.67,2.94,2.42,2.21,0.51,2.75,2,3.87,2.34,0.78,0.64,0.42,3.32,3.52,1.85,2.44,3.75,1.41,1.87,1.32,2.12,0.84,1.11,2.35,1.82,1.7,3.91,1.05,1.36,2.19,2.58,1.28,1.81,1.86,3.66,2.24,2.93,3.7,3.51
Total,,,32.51,24.8,24.82,28.71,27.71,25.25,24.07,27.23,26.87,16.57,29.91,26.97,28.9,26.83,25.24,31.55,26.56,22.12,30.88,28.45,28.49,21.99,19.5,27.02,27.97,26.67,25.39,30.82,28.77,27.76,20.9,19.6,21.41,21.19,29.46,22.75,27.17,22.55,27.02,31.01,25.5,21.85,30.2,24.66,25.31,24.36,34.31,23.63,37.47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1910-1919_15_pt1-page-242.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1920-1930_16_pt1-page-121.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1931-1940_14_pt1-page-286.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1941-1950_17_pt1-page-084.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1951-1960_15_pt1-page-080.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
