ISLAY (LOCHINDAAL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NR257588,Long,-6.372327,Lat,55.744626,Elevation,45,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,2.8,4.79,7.96,7.35,4.65,6.7,3.5,9.3,6.6,3.2,3.75,1,5.25,6.44,7.01,4.37,6.21,5,4.07,6.52,8.6,3.41,4.77,2.52,5.02,1.89,3.31,1.5,2.98,5.14,8.07,3.57,1.38,3.8,4.39,3.46,5.8,2.1,2.6,5.52,5.25,3.61,3.99,4.39,3.82,4.64,5.65,3.47,2.91,6.38,6.43,7.42,5.55,5.25,5.43,3.65,6.74,7.24,8.56,1.98,4.88,5.98,6.05,4.15,5.09,2.77,3.38,6.81,7.04,4.46,5.18,1.48,8.15,5.43,6.61,6.89,6.75,3.37,9.43,6.15,5.77,5.29,7.18,3.2,6.31,3.92,5.67,8.64,6.4,2.34,4.36
February,2.98,5.31,3.3,0.66,2.93,2,5.45,6.84,1.35,2,3.07,4.8,4.24,5.8,3.39,5.75,2.93,3.31,2.22,4.78,0.51,0.94,2.3,4.38,7.45,0.2,4.12,3.1,5.26,1.62,2.17,2.07,1.57,7.22,3.39,2.03,4.3,4,3.3,2.8,7.63,5.58,3.01,3.24,8.18,4.02,5.58,1.49,5.05,0.94,4.42,1.77,7.23,4.84,1.88,4.78,5.23,2.87,4.6,2.55,0.45,5.84,0.18,5.17,1.22,3.94,2.62,5.46,3.22,5.24,3.47,4.37,3.88,4.76,1.98,5.69,4.68,0.63,4.45,4.32,5.52,3.97,2.69,3.07,5.32,3.38,2.42,4.04,4.87,1.48,4.63
March,1.3,3.91,2.96,2.27,3.9,1.3,5.75,3.1,4.25,2.75,2.9,5.45,4.95,1.85,4.53,3.2,2.81,2.42,3.28,3.1,4.18,4.39,0.8,1.4,3.05,3.76,7.52,5.51,2.68,3.8,0.55,1.7,2.41,4.41,3.3,3.18,3.8,3.8,4.3,2.65,2.1,1.48,3.88,6.48,4.7,2.89,1.4,2.86,1.94,4.68,3.78,6.13,2.09,2.1,0.77,2.32,2.74,3.22,3.35,0.93,2.65,1.13,3.8,2.59,2.36,1.92,3.3,1.38,3.52,4.09,4.84,2.94,3.74,2.4,1.49,2.95,3.12,3.29,3.84,3.93,2.89,4.27,3.12,1.69,3.79,0.81,2.25,4.91,1.61,3.49,2.19
April,3.55,3.7,0.69,0.3,3.12,1.88,1.65,1.5,1.6,0.85,2.25,0.7,2.37,1.44,1.19,3.35,2.49,2.41,2,1.87,1.46,0.54,0.93,1,0.8,2.04,2.84,2.45,1.95,3.3,2.88,3.61,1.67,2.76,4.69,2.3,2.3,3.1,1.5,4,4.1,3.7,1.47,3.63,2.72,4.2,3.78,2.61,1.75,2.98,2.49,2.08,2.8,3.18,3.91,4.29,1.82,3.58,1.66,2.11,2.78,1.92,3.28,1.21,2.26,3.56,1.78,2.96,0.58,2.09,3.76,1.61,2.7,4.48,3.14,1.81,2.51,4.87,3.13,6.15,4.36,3.43,1.95,2.42,1.85,3.39,2.69,2.37,2.1,3.52,3.8
May,2.13,0.42,2.51,2.26,0.55,2.45,1.2,1.21,1.67,2,1.75,2.17,2.04,2.08,3.58,1.99,2.87,1.84,3.01,1.83,1.93,2,4.28,0.7,1.72,0.15,0.52,3.11,3.3,2.68,2.65,0.44,2.05,2.32,1,1.34,3.3,3.6,1.6,2.9,2.43,3.5,1.86,2.8,2.9,0.98,3.69,2.59,1.93,2.06,4.85,2.14,3.37,2.92,3.79,4.77,3.57,2.69,1.46,3,1.22,2.65,1.53,2.23,2.28,0.62,2.09,1.94,3.12,1.52,2.4,1.44,3.9,4.16,3.6,3.94,0.59,4.25,1.29,2.28,2.07,0.97,1.46,3.35,3.23,2.97,3.11,2.12,3.1,1.57,2.7
June,3.15,0.58,5.13,1.85,0.05,2.25,3.95,5.65,5.7,2.3,2.9,3.3,2.88,4.81,0.6,1.8,1.35,1.09,4.1,0.96,4.84,1.37,3.25,1.54,2.76,0.96,2.79,4.68,3.12,1.52,1.95,3.65,0.12,0.91,0.98,1.09,1.2,4.3,3,1.7,1.5,1.4,5.5,2.9,2.3,2.05,2.19,3.6,1.42,4.48,1.83,1.23,2.17,2.32,2.97,1.45,2.92,3.78,4.15,3.63,2.75,4.12,1.86,1.2,2.05,2.9,2.7,2.57,5.22,2.53,1.72,1.59,2.88,3.75,4.29,3.6,3.4,3.81,3.25,0.86,2.28,1.69,4.2,2.43,3.08,3.69,3.63,2.84,3.1,2.57,1.97
July,2.94,5.74,1.54,5.81,3.24,0.6,3.55,4.22,0.75,4.3,2.7,4.9,3.5,1.74,1.95,1.97,3.77,3.26,2.75,1.91,4.52,2.07,3.59,0.82,2.83,3.99,5.05,3.27,0.74,4.03,1.13,0.99,3.14,3.01,2.89,1.8,3.3,2.7,3.1,6.2,3.15,2.66,4.17,1.47,2.05,3.96,2.07,1.43,2.09,1.12,3.84,3.15,3.1,4.05,3.81,4.25,2.4,2.83,2.39,2.44,2.28,3.02,4.57,3.27,3.42,1.78,3.18,6.98,5.11,3.94,3.72,3.67,4.71,2.6,3.95,4.1,5.45,4.67,5.32,1.46,5.23,3.81,3.03,4.15,5.23,0.2,4.42,5.27,3.46,6.35,4.25
August,1.02,2.31,3.57,5.27,4.36,5.6,5.95,3.95,3.07,4.12,1.85,3.96,3.08,5.36,3.16,2.04,2.95,3.6,3.86,5.99,5.27,5.39,3.31,3.12,2.38,5.78,2.93,4.24,4.92,1.92,3.73,3.38,1.8,4.59,2.79,5,4.2,6,4.88,4.15,4.85,2.32,3.74,2.57,4.99,0.83,2.08,2.68,3.99,5.14,3.49,4.85,4.04,5.11,5.65,3.11,3.73,3.18,4.34,6.07,6.07,1.76,4.1,4.11,2.82,3.62,3.81,3.82,3.28,2.69,2.56,6.16,5.52,6.77,3.53,1.98,4.38,0.06,4.95,5.04,5.84,3.52,5.06,4.27,4.82,1.24,4.66,3.89,3.95,1.53,3.63
September,4.72,2.83,7.53,3.73,5.45,3.8,3.2,1.45,5.4,6.65,2.9,2.95,5.26,3.13,3.58,7.39,5.22,4.03,2.47,3.18,7.06,4.77,5.23,4.43,0.38,2.34,4.75,4.55,7.05,5.73,3.65,3.82,6.45,3.95,3.25,4.4,1.75,2.7,5.75,2.6,1.1,2.73,3.16,2.59,2.75,1.83,2.88,4.73,5.97,4.39,4.58,2.47,2.03,6.56,4.85,3.91,4.11,5.03,3.1,4.52,2.55,3.64,4.84,1.67,4.6,6.3,3.96,4.03,4.62,7.55,5.37,2.09,7.8,4.56,6.59,5.55,5.36,6.59,7.84,4.64,10.21,3.33,3.79,7.16,8.51,7.21,4.98,5.07,3.95,1.86,3.35
October,7.27,5.1,7.01,9.5,7.3,6.1,5.7,6,6.4,3,1.1,2.72,3.28,6.61,6.23,4.8,4.9,2.09,3.41,5.08,6.65,6.55,3.09,4.59,2.04,5.03,4.55,2.31,3.57,4.12,5.67,3.96,2.72,7.44,4.69,4.9,3.7,3.7,1.5,7.6,1,3.47,6.06,3.22,2.4,2.59,6.4,11.07,6.3,3.31,4.37,4.62,2.15,8.24,3.91,4.34,5.9,4.27,7.53,8.13,4.88,4.95,8.26,4.38,9.57,9.8,5.45,4.06,9.99,3.09,8,4.43,5.75,8.23,8.42,5.19,1,2.91,8.26,6.4,6.59,2.62,4.32,4.41,8.3,4.75,4.06,5.88,4.86,6.25,4.85
