WEYBRIDGE ST MARY'S LODGE,,,,,,,,,,,,
Grid ref,TQ072638,Long,-0.461613,Lat,51.363160,,,,,,,
Station no,RR8510,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.90,1.17,0.83,2.63,,,,,,,,
February,4.11,1.19,0.90,1.03,,,,,,,,
March,1.14,1.98,1.80,2.58,,,,,,,,
April,0.92,2.15,0.92,2.03,,,,,,,,
May,1.20,0.45,2.20,2.23,,,,,,,,
June,2.58,1.53,4.54,6.73,,,,,,,,
July,1.05,1.59,1.23,3.85,,,,,,,,
August,2.61,1.88,4.41,3.79,,,,,,,,
September,0.65,1.18,3.80,3.60,,,,,,,,
October,2.08,1.68,1.80,6.31,,,,,,,,
November,2.20,0.56,1.89,1.88,,,,,,,,
December,2.42,3.35,1.07,1.94,,,,,,,,
Total,23.86,18.71,25.39,38.60,,,,,,,,
Calc annual,23.86,18.71,25.39,38.60,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
