"CARDIFF WW (LLWYNON RESERVIOR)",,,,,,,,,,,,
Grid ref,SO009113,Long,-3.438274,Lat,51.791545,,,,,,,
Station no,4148,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,3.29,,
February,,,,,,,,,,1.03,,
March,,,,,,,,,,5.57,,
April,,,,,,,,,,4.67,,
May,,,,,,,,,,2.28,,
June,,,,,,,,,,3.87,,
July,,,,,,,,,,4.84,,
August,,,,,,,,,,2.77,,
September,,,,,,,,,,5.07,,
October,,,,,,,,,,10.99,,
November,,,,,,,,,,2.71,,
December,,,,,,,,,,11.83,,
Total,,,,,,,,,,58.92,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.92,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
