ABERGELDIE CASTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NO287952,Long,-3.176667,Lat,57.042346,Elevation,850,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,,,,2.15,3.33,1.74,5.45,5.15,2.1,3.47,2.91,2.01,2.56,3.58,2.76,2.28,5.72,2.93,1.5,3.3,4.43,2.62,5.19,1.07,3.93,3.53,3.96,2.96,2.46,2.16,4.11,11.73,4.15,3.35,1.26
February,,,,,,,,,,1.06,3.13,1.75,2.71,1.02,3.56,6.03,3.86,0.51,2.43,1.32,1.62,0.35,1.69,8.35,1.7,7.75,1.92,0.59,1.42,1.2,1.71,1.56,0.4,3.57,0.87,2.9,2.54,2.4,1.24,2.92,1.16
March,,,,,,,,,,6.97,2.62,2.39,1.92,4.6,3.34,1.77,2.98,2.73,0.94,3.41,3.58,2.28,1.95,1.25,0.85,3.3,1.65,2.28,5,0.15,1.83,1.32,2.64,1.43,2.7,1.64,1.2,4.45,0.48,3.03,0.86
April,,,,,,,,,,3.51,3.18,2.04,0.98,2.52,0.84,1.66,2.74,1.45,0.81,3.55,2.98,0.95,4.04,2.24,1.65,2.7,2.53,2.86,1.15,2.25,3.18,3.09,3.76,1.84,6.22,5.37,1.15,1.01,0.64,1.21,1.47
May,,,,,,,,,,2.64,1.07,1.64,1.89,3.56,2.75,1.17,2.81,2.02,1.91,1.19,2.75,2.2,0.92,5.43,4.08,3.35,1.74,3.68,2.17,1.61,1,2.85,5.46,1.33,3.26,1.13,1.81,1.98,2.35,0.93,0.82
June,,,,,,,,,,1.78,1.14,1.24,2.07,2.02,1.92,1.16,3.33,2.58,0.79,1.66,0.44,0.73,0.98,0.65,1.16,0.49,3.08,3.5,2.81,1.12,1.3,2.81,0.69,1.26,1.22,2.92,1.13,0.73,3.08,1.6,0.64
July,,,,,,,,,,3.12,4.01,1.34,2.12,0.89,2.73,3.1,5.18,1.41,5.07,0.22,2.72,2.08,3.47,2.07,4.12,2.63,2.12,3.89,2.09,4.66,2.6,4.15,3,3.34,4.67,0.58,3.43,4.26,4.5,4.14,6.36
August,,,,,,,,,,1.5,4.44,1.28,4.38,1.22,3.15,2.62,3.73,4.94,1.83,1.39,3.66,2.45,1.5,4.64,4.99,1.48,1.03,3.96,3.27,2.46,5.45,4.04,0.75,0.87,4,2.26,1.31,1.66,1.45,3.12,2.28
September,,,,,,,,,3.06,1.7,0.92,0.57,2.84,2.83,0.91,3.32,1.52,1.53,4.34,3.23,1.96,0.98,1.79,2.03,4.06,3.13,2.98,4.67,3.34,0.71,5.61,1.92,1.88,2.52,2.07,3.73,2.22,0.8,2.97,2.27,1.5
October,,,,,,,,,1.69,5.02,3.33,2.46,4.81,1.61,2.38,4.33,5.63,3.61,2.91,2.89,4.68,1.1,1.22,3.43,,2.46,6.23,5.19,3.8,3.01,3.47,1.99,8.38,7.54,4.15,5.23,2.42,2.61,4.75,6.86,4.33
November,,,,,,,,,1.59,1.17,5.32,6.84,4.94,1.54,4.81,4.62,5.48,3.9,2.93,6.18,2.84,2.02,1.39,3.17,,1.9,5.69,2.98,2.55,2.91,4.26,4.8,1.63,5,3.05,4.92,2.6,0.9,3.2,2.99,6.06
December,,,,,,,,,2.95,2.7,3.46,6.36,2.9,2.64,10.01,5.93,4.07,1.29,2.57,4.68,3.65,2.37,3.29,2.94,4.68,3.53,1.13,3.17,2.21,6.98,4.13,2.51,3.49,1.16,6.38,1.6,3.42,4.29,2.44,1.33,2.13
Total,,,,,,,,,,33.32,35.95,29.65,37.01,29.6,38.5,39.18,44.24,27.98,29.09,33.3,33.64,19.79,27.96,39.13,,36.02,34.53,39.39,35,28.13,38.47,34.57,36.04,32.82,41.05,34.44,27.34,36.82,31.25,33.75,28.87
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924 O N +T deleted adjusted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
