COLEMANS-HATCH-HOLLY-HILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ4532933548,Long,0.073465,Lat,51.08285,Elevation,355,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR3109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,0.79,3.41,4.63,1.16,1.36,3.1,5.95,1.56,5.71,1.32,2.04,1.34,3.85,1.64,2.88,4.3,1.06,4.36,2.25,1.75,3.87,6.92,4.25,3.57,5.34,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,1.59,3.18,6.38,2.12,1.73,1.86,3.9,0.98,3.19,1.96,1.5,0.67,4.89,2.1,2.93,1.13,5.07,6.85,6.12,1.06,1.7,2.7,0.68,0.69,3.28,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,1.33,1.28,1.18,2.67,1.97,3.55,1.46,4.19,1.96,1.08,3.04,4.45,1.9,2.75,5.38,3.31,6.82,0.72,5.03,2.14,1.26,5.04,2.06,2.09,2.77,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,1.14,3.11,1.33,2.9,1.41,2.68,1.41,2.44,0.88,3.63,2.68,1.73,2.16,1.22,0.07,3.72,1.78,1.74,1.43,2.21,5.01,2.86,3.48,1.29,3.73,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,3.85,2.35,1.08,0.79,2.91,2.29,3.28,1.26,1.9,2.91,2.72,1.45,3.01,1.31,1.61,1.53,1.43,4.43,2.5,1.88,2.23,0.49,1.2,1.93,1.2,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,1.97,1.28,3.14,1.12,3.73,3.86,1.68,4.2,2.84,1.99,2.19,3.35,2.82,2.57,3.39,0.96,0.58,1.19,3.71,2.33,1.39,1.06,1.18,0.13,1.55,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,0.57,1.36,1.25,2.43,1.8,5.03,1.08,0.4,0.84,1.48,3.87,3.28,2.92,0.42,1.75,5.08,1.8,4.27,1.69,3.21,4.61,2.34,4.81,0.53,3.66,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,1.57,0.72,2.29,1.91,4.83,4.48,1.92,2.79,0.86,2.53,4.75,2.51,3.49,1.12,6.41,1.94,1.35,2.33,2.91,7.92,1.66,3.35,1.83,2.58,3.36,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,0.63,2.56,1.5,1.91,0.42,3.21,1.81,2.97,1.36,0.71,1.37,3.35,0.47,2.1,2.19,1.88,1.43,2.94,1.86,2.36,6.43,1.88,3.81,0.91,2.73,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,3.89,2.41,2.27,2.9,2.67,8.69,2.83,2.25,6.23,5.28,1.98,7.76,3.58,5.71,4.1,5.49,2.58,2.74,5.52,5.73,2.56,0.81,1.82,2.06,1.36,6.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
