"NEWTOWN (PENARTH WEIR)",,,,,,,,,,,,
Grid ref,SO136925,Long,-3.274876,Lat,52.523500,,,,,,,
Station no,4248,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.58,5.48,1.00,2.73,3.26,5.01,2.17,3.53,4.12,5.85,,
February,5.49,1.51,1.87,4.07,1.64,0.77,3.29,4.32,0.48,3.66,,
March,5.05,1.06,2.79,2.84,3.30,1.43,2.54,0.87,2.32,1.90,,
April,3.58,1.61,3.81,0.94,1.15,2.47,0.11,0.61,4.64,1.94,,
May,3.41,2.82,1.68,3.09,5.84,0.39,1.47,2.87,2.44,1.01,,
June,0.65,2.82,1.93,4.03,3.60,1.36,2.12,4.21,2.65,1.89,,
July,1.80,1.06,4.43,2.45,0.74,3.12,3.68,4.52,3.47,2.40,,
August,3.13,4.26,3.31,4.73,1.83,3.85,6.69,2.27,1.21,5.15,,
September,2.53,2.17,3.89,2.64,1.25,4.17,5.95,6.49,0.05,4.82,,
October,1.55,5.09,2.12,4.57,1.98,1.54,2.92,3.04,3.30,6.61,,
November,8.88,4.05,3.40,9.85,2.53,1.26,3.13,1.91,4.54,6.48,,
December,4.93,4.17,0.99,6.03,4.58,3.65,2.85,3.99,6.24,4.74,,
Total,45.58,36.10,31.22,47.97,31.70,29.02,36.92,38.63,35.46,46.45,,
Calc annual,45.58,36.10,31.22,47.97,31.70,29.02,36.92,38.63,35.46,46.45,,
Difference,-0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
