"HORSEBRIDGE BOSSINGTON",,,,,,,,,,,,
Grid ref,SU337311,Long,-1.520315,Lat,51.078239,,,,,,,
Station no,RR4776,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.91,2.07,1.17,2.76,4.01,0.98,6.67,1.00,1.78,1.11,,
February,5.36,1.05,1.79,2.02,4.38,0.79,3.12,1.80,1.44,0.44,,
March,1.52,2.44,2.07,4.33,1.50,5.61,1.31,0.94,3.91,4.18,,
April,1.10,2.68,1.65,2.38,1.37,2.03,0.99,3.86,3.18,1.62,,
May,2.14,1.24,2.31,3.65,3.51,0.64,2.09,2.13,2.15,2.05,,
June,2.37,0.62,3.45,3.16,1.00,4.62,3.30,1.22,0.65,3.82,,
July,0.62,3.35,1.29,2.66,1.57,0.30,0.52,1.42,1.75,2.77,,
August,3.62,2.66,3.04,4.20,3.02,3.59,0.98,2.17,3.64,2.69,,
September,0.60,2.73,1.50,2.01,1.89,2.00,0.94,0.45,2.13,3.42,,
October,2.48,2.52,2.08,8.91,1.91,1.72,6.40,8.07,1.34,7.59,,
November,-999.00,0.59,2.84,2.11,1.45,3.85,4.00,3.09,1.28,0.71,,
December,4.33,5.05,1.88,3.42,3.74,0.96,2.12,4.54,3.00,4.09,,
Total,32.03,27.00,25.07,41.61,29.35,27.09,32.44,30.69,26.25,34.49,,
Calc annual,28.05,27.00,25.07,41.61,29.35,27.09,32.44,30.69,26.25,34.49,,
Difference,3.98,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
