DOUGLIEHILL ( PORT GLASGOW WW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS317739,Long,-4.695411,Lat,55.928628,Elevation,550,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,8.79,8.89,5.14,4.92,4.09,5.15,5.29,9.19,3.63,4.52,2.47,9.34,1.3,4.01,1.82,,,8.34,4.25,3.86,7.9,5.43,3.89,7.9,3.57,6.59,6.38,6.93,6,6.37,4.95,5.24,4.67,9.06,4.37,5.86,4.82,6.88,8.86,7.14,6.89,6.36,6.83,9.57,7.72,11.82,1.93,11.06,5.36,11.2,6.15,9.89,2.1,5.2,8.21,9.45,4.9,2.94,0.42,6.2,7.68,6.96,1.74,9.25,8.04,7.98,7.31,4.51,4.93,4.41,2.57,5.66,3.02,3.35,8.43,5.89,1.69,3.53
February,,,,7.72,8.91,6.07,1.73,5.34,1.02,3.49,0.94,2.02,2.09,4.27,13.37,0.62,3.17,5.45,,,3.7,3.35,1.84,9.25,4.71,4.93,5.21,3.65,3.7,2.48,6.52,8.12,5.74,4.73,9.26,9.92,6.42,1.29,8.95,1.53,7.25,1.6,6.5,7.82,1.08,5.45,7.09,3.31,6.36,2.44,0.33,4.27,0.08,6.19,0.65,6.87,4.01,5.28,4.12,8.33,2.35,4.1,2.15,4.81,1.94,9.69,4.26,1,6.49,5.69,5.94,2.64,2.05,3.07,4.85,3.17,1.12,3.89,3.42,1.9,4.58
March,,,,3.05,4.06,3.33,4.77,1.83,3.46,2.53,3.59,4.13,1.2,2.94,5.77,4.39,7.34,6.64,,,0.17,3.13,4.83,10.35,2.28,4.62,5.27,4.95,5.11,1.72,4.43,2.05,7.32,7.96,7.09,3.05,1.38,3.1,1.89,4.36,5.2,9.91,3.69,3.08,1.02,0.75,4.76,5.87,6.37,0.7,3.52,1.38,2.04,3.63,2.34,2.33,4.11,1.33,5.86,6.41,4.28,2.51,3.38,3.48,0.77,3.6,3.15,4.32,6.47,2.35,2.82,2.89,4.36,1.86,3.52,1.3,2.45,4.99,1.63,3.29,2.84
April,,,,3.19,1.41,3.54,3.28,3.01,2.14,2.08,1.85,1.86,1.45,2.27,3.34,3.17,2.55,3.84,,,3.17,4.18,2.28,1.92,7.1,2.83,1.17,2.37,2.63,5.38,4.15,4.47,3.89,5.53,4.19,4.43,4.28,1.14,0.82,2.22,3.48,2.9,3.34,4.25,2.85,8.61,2.7,3.31,2.84,0.9,3.53,2.24,5,2.5,3.57,4.36,1.86,3.04,0.78,3.27,4.1,3.31,3.57,4.24,3.89,4,1.98,9.47,2.37,6.6,3.12,3.6,2.6,2.56,1.77,2.81,1.67,2.66,1.98,3.41,6.12
May,,,,2.81,5.48,3.47,3.19,1.06,6.16,3.95,2.91,2.32,5.3,3.03,3.45,0.13,0.91,3.3,,,4.86,1.83,2.4,3.4,3.48,1.67,6,5.1,2.2,2.79,2.75,4.14,2.37,4.63,1.84,1.22,3.95,4.55,2.67,1.22,5.72,4.13,5,2.5,4.7,6.79,3.35,3.42,2.21,4.38,2.63,4.54,2.79,4.02,2.88,0.53,2.3,1.92,3.25,1.77,0.85,2.06,4.02,3.62,4.34,4.87,1.22,5.03,1.8,2.12,1.81,2.47,2,2.84,3.72,4.59,2.55,2.46,3.91,0.84,2.36
June,,,,3.88,1.24,1.5,1.64,1.32,3.19,1.35,5.18,1.23,2.64,1.31,3.1,1.08,4.58,6.57,,,4.2,2.72,1.61,2.09,2.95,0.56,1.65,5.1,2.5,2.85,1.95,4.05,6.03,5.15,1.09,1.68,3.52,4.09,1.63,4.47,2.63,0.61,2.24,1.53,2.81,2.26,4.29,4.35,7.38,3.5,3.13,6.47,2.07,2.61,2.48,3.3,1.56,2.57,7,1.7,1.57,0.85,2.84,4.17,4.32,4.3,4.04,3.77,5.97,1.15,2.15,1.83,3.2,1.19,3.03,2.43,2.54,1.86,3.56,3.57,2.86
July,,,,2.84,7.43,2.42,3.26,3.55,5.61,3.06,3.97,0.97,2.27,4.5,2.52,4.85,5.11,2.78,,,2.51,2.6,3.46,4.72,2.05,2.92,2.91,2.66,3.48,3.58,5.51,3.86,3.27,1.47,2.58,3.59,2.55,2.48,4.03,0.3,3.24,4.07,3.34,4.12,4.33,1.86,2.4,3.93,4.08,5.27,2.45,3.94,4.19,3.55,2.64,1.77,6.2,3.62,4.2,5.15,3.74,2.73,3.51,2.83,4.7,5.43,3.39,4.81,4.72,2.46,6.39,2.64,2.27,4.59,3.06,1.31,4.25,6.35,7.57,6.73,4.34
August,,,,5.11,3.01,3.49,2.59,3.13,3.86,5.45,3.72,4.7,7.95,3.64,5.31,7.13,2.71,4.92,,,2.64,4.93,2.81,7.26,4.85,5.33,4.85,6.25,3.76,3.28,10.92,5.42,4.41,1.57,5.65,2.54,4.4,5.16,5.06,3.78,6.19,7.66,3.24,6.75,4.12,4.94,4.82,5.47,4.4,6.44,5.55,1.59,2.3,3.35,4.57,2.54,2.29,2.99,2.48,2.14,2.13,4.95,5.7,7.66,3.3,1.92,2.56,0,7.47,4.74,6.89,5.11,4.97,4.42,4.7,1.4,5.2,4.18,5.46,1.11,3.4
September,,,,3.4,4.18,8.32,7.27,5.27,2.08,2.22,3.09,6.74,6.54,4.37,3.14,2.59,5.79,7.62,,,5.08,3.64,4.77,5.1,4.62,3.07,2.12,1.6,6.53,2.04,2,2.57,3.69,3.22,2.52,1.86,1.71,3.25,7.43,4.1,3.22,3.33,3.04,9.92,7.05,3.1,3.08,6.08,4.4,1.57,4.31,1.63,5.75,0.74,7.58,7.71,4.62,3.55,4.88,2.78,4.15,2.33,5.75,4.84,5.29,5.79,8.86,5.27,7.65,2.26,10.93,4.86,3.95,5.89,6.97,4.96,4.57,3.62,5.18,1.38,3.08
October,,,,7.69,5.49,5.59,4.83,2.02,3.42,3.51,5.94,5.72,4.36,8.27,2.81,4.42,5.14,5.67,,,9.18,4.73,3.16,10,3.48,4.04,6.45,5.79,1.68,8.14,1.96,5.09,7.76,4.24,2.61,4.91,8.83,9.63,9.28,1.32,3.85,5.53,1.78,8.66,3.64,4.69,8.81,8.09,10.39,6.84,9.11,4.71,6.55,3.25,9.15,11.59,5.66,3.77,11.25,3.59,7.74,9.12,7.29,11.21,6.83,6.44,0.72,2.48,8.17,6.9,5.43,1.34,7.06,3.38,11.16,5.03,4.13,8.51,5.11,6.03,3.02
