"DOUGLIEHILL FILTERS ( PT. GLAS. W.W. )",,,,,,,,,,,,
Grid ref,NS317739,Long,-4.695411,Lat,55.928628,,,,,,,
Station no,5308,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.93,4.41,2.57,5.66,3.02,3.35,8.43,5.89,1.69,3.53,,
February,2.64,2.05,3.07,4.85,3.17,1.12,3.89,3.42,1.90,4.58,,
March,2.89,4.36,1.86,3.52,1.30,2.45,4.99,1.63,3.29,2.84,,
April,3.60,2.60,2.56,1.77,2.81,1.67,2.66,1.98,3.41,6.12,,
May,2.47,2.00,2.84,3.72,4.59,2.55,2.46,3.91,0.84,2.36,,
June,1.83,3.20,1.19,3.03,2.43,2.54,1.86,3.56,3.57,2.86,,
July,2.64,2.27,4.59,3.06,1.31,4.25,6.35,7.57,6.73,4.34,,
August,5.11,4.97,4.42,4.70,1.40,5.20,4.18,5.46,1.11,3.40,,
September,4.86,3.95,5.89,6.97,4.96,4.57,3.62,5.18,1.38,3.08,,
October,1.34,7.06,3.38,11.16,5.03,4.13,8.51,5.11,6.03,3.02,,
November,8.05,1.60,10.06,8.86,2.91,2.60,2.13,1.91,6.27,7.24,,
December,8.79,5.26,6.79,5.82,8.68,7.57,8.29,6.47,8.84,6.17,,
Total,49.15,43.73,49.22,63.12,41.61,42.00,57.37,52.09,45.06,49.54,,
Calc annual,49.15,43.73,49.22,63.12,41.61,42.00,57.37,52.09,45.06,49.54,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
