"DOUGLIEHILL RES PORT GLASGOW W.W.",,,,,,,,,,,,
Grid ref,NS3175973851,Long,-4.694437,Lat,55.928209,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,8.34,4.25,3.86,7.90,5.43,3.89,7.90,3.57,6.59,6.38,,
February,3.70,3.35,1.84,9.25,4.71,4.93,5.21,3.65,3.70,2.48,,
March,0.17,3.13,4.83,10.35,2.28,4.62,5.27,4.95,5.11,1.72,,
April,3.17,4.18,2.28,1.92,7.10,2.83,1.17,2.37,2.63,5.38,,
May,4.86,1.83,2.40,3.40,3.48,1.67,6.00,5.10,2.20,2.79,,
June,4.20,2.72,1.61,2.09,2.95,0.56,1.65,5.10,2.50,2.85,,
July,2.51,2.60,3.46,4.72,2.05,2.92,2.91,2.66,3.48,3.58,,
August,2.64,4.93,2.81,7.26,4.85,5.33,4.85,6.25,3.76,3.28,,
September,5.08,3.64,4.77,5.10,4.62,3.07,2.12,1.60,6.53,2.04,,
October,9.18,4.73,3.16,10.00,3.48,4.04,6.45,5.79,1.68,8.14,,
November,8.08,5.90,5.45,4.40,2.90,6.50,5.32,3.61,4.66,2.75,,
December,10.30,5.74,6.89,5.50,5.05,5.00,4.50,7.37,5.85,8.44,,
Total,62.23,47.00,43.36,71.89,48.90,45.36,53.35,52.02,48.69,49.83,,
Calc annual,62.23,47.00,43.36,71.89,48.90,45.36,53.35,52.02,48.69,49.83,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
