DALRY GLENDARROCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NX604820,Long,-4.190117,Lat,55.11268,Elevation,192,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,2.51,3.39,3.09,4.45,8.13,7.4,4.44,4.39,8.66,6.27,3.34,6.56,3.29,6.58,5.48,4.82,4.11,7.78,8.15,4.23,4.7,7.1,2.91,8.72,5.42,7.85,10.49,7.8,5.22,7.99,6.22,9.93,6.15,13.36,3.17,9.27,6.25,9.07,5.43,8.5,2.49,7.75,9.09,8.39,5.89,4.45,1.47,8.35,9.31,6.05,4.08,8.18,7.65,9.49,4.12,
February,,,,,,1.45,2.93,4.07,5.84,3.64,6.93,1.56,3.92,6.95,4.64,4.56,4.14,4.46,4.57,3.81,9.88,6.43,5.01,4.65,8.15,11.66,5.72,1.54,9.18,0.97,6.84,0.89,5.55,8.47,0.83,7.79,6.98,3.83,5.23,2.67,0.39,4.89,0.11,5.75,0.58,6.3,3.03,6.63,3.92,7.11,2.09,4.04,2.52,4.62,1.55,8.76,3.73,0.85,4.59,4.71,
March,,,,,,4.09,7.37,8.26,1.87,4.76,0.45,2.27,3.54,11.56,3.57,6.26,3.8,5.58,7.25,5.28,4.52,1.5,6.55,5.94,7.98,1.98,1.74,3.46,2.08,5.19,7.21,9.51,2.29,2.8,1.22,1.5,4.05,5.33,7.23,1.32,3.23,1.45,3.05,3.78,2.85,1.67,3.79,3.07,2.81,5.27,5.04,4.02,4.53,1.66,0.64,3.33,3,6.08,4.68,2.1,
April,,,,,,3.19,2.49,3.07,4.32,4.74,3.12,5.08,2.98,1.57,4.68,3.77,1.27,3.46,2.08,3.9,3.5,5.25,1.68,5.1,2.71,4.02,4.27,2.77,0.92,2.56,3.55,1.66,3.27,3.79,3.56,6.08,2.62,2.69,2.31,1.27,2.44,2.37,5.7,2.28,3.46,4.45,1.04,3.3,0.62,2.29,2.53,1.92,3.53,2.9,2.56,3.03,1.39,7.09,2.79,4.99,
May,,,,,,0.45,0.62,1.93,2.66,4.56,4.48,1.76,2.97,2.7,2.45,1.65,6.9,5.47,3.35,2.35,2.36,3.49,1.63,5.29,2.61,1.46,3.94,5.36,2.32,0.97,6.71,2.84,3.08,1.94,4.06,6.79,3.2,3.19,1.93,4.41,2.09,4.53,3.78,4.24,3.94,0.92,1.86,2.59,4.81,1.02,1.8,2.84,4.65,6.08,2.89,5.51,0.96,5.98,1.9,1.95,
June,,,,,,0.75,3.53,4.6,2.24,3.51,4.82,3.56,1.66,2.89,2.14,2.51,1.43,5.03,3.01,4.4,2.14,2.45,6.54,3.52,0.6,1.13,1.7,2.72,1.47,4.4,2.22,0.29,1.66,1.26,2.63,0.25,2.67,5.47,6.57,2.34,2.9,6.25,1.64,2.61,2.22,5.51,2.4,3,6.38,3.37,0.87,1.33,0.97,3.61,3.53,4.26,3.67,4.14,4.02,0.75,
July,,,,,,5.36,6.71,1.98,0.84,2.6,3.81,1.04,2.61,3.95,3.13,2.38,2.94,2.79,4.13,5.3,5.47,2.13,3.07,0.64,3.59,4.92,5.32,1.4,4.54,0.78,4.35,5.26,4.41,3.99,5.31,3.24,2.82,6.81,2.34,4.6,5.98,4.24,3.49,5.6,2.92,2.08,6.1,5.26,5.88,5.35,5.65,2.64,2.9,2.44,4.03,3.16,2.89,4.66,2.72,1.91,
August,,,,,,7.03,2.02,7.1,6.64,1.14,6.56,5.09,2.49,7.77,6.94,4.56,5.6,6.2,4.3,1.99,9.81,3.08,5.26,1.99,5.63,3.15,2.65,6.11,4.19,3.69,4.02,7.76,3.67,8.87,4.82,4.72,5.75,6.85,8.41,6.14,8.48,2.1,2.34,2.35,4.92,1.76,2.97,3.6,2.16,1.85,1.27,5.87,6.13,5.94,3.2,1.56,3.89,0.23,6.95,4.09,
September,,,,,,1.16,5.65,3.98,3.93,5.3,3.19,5.23,4.3,5.39,4.77,1.62,1.09,1.05,5.55,2.8,1.77,2.42,2.66,3.61,1.68,1.35,1.65,3.24,7.3,3.77,3.21,2.71,3.34,7.45,7.68,3.82,3.84,6.24,2.4,0.63,4.55,1.46,6.15,0.89,6.45,6.01,6.18,2.56,4.92,2.42,4.53,2.98,5.35,2.85,5.74,5.46,7.83,5.18,5.71,1.84,
October,,,,,,4.02,3.44,3.47,4.42,3.94,7.43,7.21,3.2,11.68,2.62,4.05,8.66,9.58,1.84,9.77,3.52,5.57,4.62,4.32,2.33,5.06,10.27,11.16,7.27,2.05,4.38,4.56,3.28,7.6,4.55,7.63,5.12,6.04,11.08,6.97,9.19,3.45,6.71,3.69,7.93,8.89,5.94,3.74,9.45,3.4,6.48,5.01,5.83,9.11,6.63,6.7,1,1.53,4.99,6.81,
November,,,,,,6.81,1.78,5.11,6.26,9.84,5.7,6.36,5.51,4.28,5.19,7.42,4.86,5.08,4.66,2.28,5.62,7.07,3.96,8.32,7.06,3.34,6.5,6.01,7.26,4.55,4.47,4.45,3.13,7.49,3.76,1.88,9.07,6.04,8.88,9.31,6.37,13.37,4.14,2.55,1.19,7.78,5.93,1.44,10.6,9.11,7.55,4.93,1.32,3.68,8.69,0.52,9.15,7.2,4.93,6.87,
December,,,,,,7.22,7.42,11.04,7.92,5.71,9.86,7.2,7.19,6.37,5.17,5.28,5.84,6.63,5.8,7.5,8.51,13.58,9.04,5.19,10.95,10.31,6.93,4.02,7.35,11.39,6.63,8.3,5.39,6.72,8.84,5.57,1.84,2.35,5.84,13.49,6.59,5.54,10.42,2.02,11.28,4.54,6.66,3.55,5.14,2.91,6.09,2.83,9.24,3.54,7.53,5.36,5.87,3.62,6.91,9.97,
Total,,,,,,44.04,47.35,57.7,51.39,57.87,63.75,50.8,44.76,73.77,51.57,47.4,53.09,58.62,53.12,54.86,61.92,57.08,57.8,56.72,57.52,53.08,57.79,50.7,62.6,45.74,61.44,58.72,46.87,65.6,55.25,55.49,57.89,60.99,75.58,56.32,61.48,55.9,56.6,41.19,56.24,52.4,53.65,47.83,65.08,49.99,48.35,39.88,55.32,55.74,53.04,51.73,51.56,54.21,59.68,50.11,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1950 crossed out; # Dec 1949 and gauge moved to Craegenfors, station 5071/1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data for 1950 therefore removed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
