"STONEHAVEN, MAINS OF COWIE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5618,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.09,1.55,2.92,2.57,2.30,1.41,2.86,1.57,3.42,1.54,1.89,
February,0.93,0.53,2.03,3.64,1.31,3.04,3.44,1.96,0.49,1.53,1.11,
March,2.02,1.89,2.52,1.39,1.53,1.98,0.93,2.49,3.73,0.12,1.40,
April,1.72,1.65,3.53,2.05,1.51,2.32,2.97,1.93,2.52,1.61,3.13,
May,2.82,1.24,0.95,4.02,4.62,3.24,2.32,2.81,1.41,2.19,1.01,
June,0.70,1.20,1.69,0.77,1.63,1.00,2.03,2.71,3.48,1.83,1.99,
July,3.41,1.68,3.97,2.85,4.80,2.35,2.71,1.66,2.32,3.84,1.31,
August,1.79,1.69,2.40,4.42,2.34,1.62,1.53,3.03,3.28,2.58,7.90,
September,1.63,0.84,2.75,2.52,3.89,2.26,4.28,6.73,2.51,0.80,4.46,
October,2.70,1.31,2.14,2.43,3.22,2.12,5.03,4.36,2.36,2.66,2.83,
November,1.71,1.82,2.08,2.45,1.91,1.68,4.10,3.38,4.26,3.60,3.37,
December,3.44,1.52,1.57,3.50,2.48,2.17,0.88,2.10,2.40,4.24,2.53,
Total,23.96,16.92,28.55,32.61,31.54,25.19,33.08,34.73,32.18,26.54,32.93,
Calc annual,23.96,16.92,28.55,32.61,31.54,25.19,33.08,34.73,32.18,26.54,32.93,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,
