"MALHAM TARN old 5"" gauge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD893672,Long,-2.165119,Lat,54.100579,Elevation,1297,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3311/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,4.92,1.88,7.16,8.41,6.88,7.45,2.62,8.97,7.71,2.69,0.63,1.26,5.2,,,,,,,,8.68,4.94,5.4,2.51,6.88,5.07,4.56,2.01,5.63,9.29,7.15,4.62,5.9,7.06,5.73,3.92,8,,,,,,,6.49,5.33,8.71,6.99,5.87,5.81,7.62,6.64,11.52,5.72,8.02,4.81,5.88,7.16,6.51,15.25,,,,,,,,,,,,,,,,,,,,,3.21,4.54,5.38,5.46,2.37,4.67,3.67,5.48,6.39,5.47,4.61,6.85
February,2.86,5.87,6.77,1,2.39,1.34,6.52,5.96,1.86,3.51,4.69,6.89,5.03,,,,,,,,1.07,1.13,4.15,7.69,9.03,1.58,3.01,4.91,6.56,3.61,4.79,2.07,1.91,6.86,4.22,4.08,3.96,,,,,,,3,5.21,8.15,6.29,1.88,7.78,1.7,5.96,0.81,6.08,8.69,2.3,7.36,7.22,2.94,0.6,,,,,,,,,,,,,,,,,,,,,5.93,7.99,4.67,1.24,3.04,3.34,2.55,2.41,5.81,10.31,1.78,5.24
March,3.2,2.89,6.36,4.01,5.95,1.54,7.52,5.3,4.47,3.69,4.37,7.93,6.33,,,,,,,,6.63,4.05,1.27,2.27,5.58,5.18,8.45,7.59,3.91,3.56,0.63,4.33,3.71,8.63,3.3,5.29,5,,,,,,,7.56,8.14,2.85,3.3,2.58,2.35,5.59,5.27,5.31,3.72,2.67,2.3,2.52,4.02,6.07,6.15,,,,,,,,,,,,,,,,,,,,,2.62,2.97,5.71,3.82,0.94,3.51,2.03,2.65,6.34,2.17,3.51,1.84
April,2.89,4.19,3.59,0.71,2.32,2.14,4.01,3.87,3.75,2.21,3.04,2.61,6.69,,,,,,,,2.28,2.48,2.64,0.95,2.96,3.76,3.25,3.43,4.71,5.5,3.88,3.64,2.57,4.27,5.09,6.04,1.93,,,,,,,6.55,1.86,2.89,4.66,2.49,1.46,3.97,7.97,2.25,3.14,4.48,3.17,4.35,2.23,6.7,1.45,,,,,,,,,,,,,,,,,,,,,7.11,3.98,3.02,3.47,3.75,1.79,2.91,2.19,0.62,2.16,4.58,3.69
May,3.44,1.99,3.5,2.99,2.01,3.87,1.07,3.43,5.82,2.35,2.12,4.41,2.57,,,,,,,,3.86,2.51,6.6,3.43,3.58,1.18,0.57,3.56,3.24,4.73,2.53,2.11,3.16,3.76,3.77,1.47,7.76,,,,,,,3.81,4.14,1.68,3.76,2.31,2.09,2,7.24,3.47,2.54,5.94,6.6,5.47,4.79,2.63,1.33,,,,,,,,,,,,,,,,,,,,,2.8,3.29,2.18,2.6,1.89,4.22,5,3.24,3.4,6.33,0.89,2.27
June,2.56,4.05,5.93,2.81,1.47,4.69,2.72,2.93,6.92,6.92,6.47,4.45,7.32,,,,,,,,5.98,2.42,4.6,3.24,4.21,2.97,4,5.06,5.21,1.42,4.82,2.45,1.74,1.99,2.2,3.19,2.59,,,,,,,2.9,2.39,0.43,3.55,3.17,2.13,1.9,2.37,0.82,4.61,1.82,3.67,0.22,3.12,4.83,8.44,,,,,,,,,,,,,,,,,,,,,1.15,4.74,1.7,4.95,6.94,4.51,4.98,3.55,2.51,5.41,2.47,2.7
July,1.66,8.47,4.47,5.79,3.38,5.29,4.61,9.43,2.15,7.21,8.22,8.21,10.39,,,,,,,,5.22,6.08,2.61,5.44,4.05,8.18,3.9,2.39,1.87,3.13,3.68,1.91,5.22,5.64,2.17,2.2,3.08,,,,,,,1.24,4.61,5.31,4.54,2.46,5.26,3.29,9.75,2.89,8.4,7.06,7.26,3.14,5.07,7.1,4.14,,,,,,,,,,,,,,,,,,,,,4.32,6.3,4.23,4.1,8.26,6.98,2.48,7.12,5.39,5.65,3.97,9.71
August,2.79,3.23,5.37,7.53,10.53,4.51,4.61,8.34,6.21,9.44,3.24,8.13,5.54,,,,,,,,8.35,11.43,8.9,5.5,5.92,6.48,3.08,10.28,7.3,2.35,8.03,6.52,3.45,6.98,4.49,5.36,6.35,,,,,,8.26,2.32,3.48,3.71,6.17,11.27,5.69,4.98,4.41,6.97,6.03,8.42,9.12,7.24,5.35,9.01,9.3,,,,,,,,,,,,,,,,,,,,,3.18,10.6,4.92,7.69,8.99,9.76,1.03,13.88,8.29,5.19,0.72,3.9
September,3.18,6.28,10.53,3.62,6.15,5.21,5.98,4.3,6.68,3.93,5.54,2.76,3.69,,,,,,,,5.16,4.97,5.45,5.71,0.58,2.68,9.9,6.13,2.77,8.23,2.65,2.67,2.06,6.59,2.13,5.56,2.24,,,,,,3.03,2.72,3.59,1.26,3.64,3.88,13.39,3.24,2.79,3.22,5.4,8.38,6.31,4.65,4.92,8.16,1.81,,,,,,,,,,,,,,,,,,,,,1.69,7.75,3.75,5.37,6.07,8.03,3.4,5.03,8.11,5.72,0.33,4.31
October,13.06,5.89,7.08,7.79,6.98,5.35,3.92,8.6,6.02,3.84,3.09,4.74,5.18,,,,,,,,6.14,6.2,7.81,6.44,7.06,6.69,4.88,2.8,6.1,3.7,9.8,4.44,5.3,13.72,2.93,4.49,11.19,,,,,,5.5,2.51,3.25,1.51,13.19,7.96,5.49,3.73,2.79,4.67,1.84,9.26,6.53,7.32,3.64,6.65,8.68,,,,,,,,,,,,,,,,,,,,,7.45,4.08,2.68,5.71,2.68,12.06,4.46,2.96,6.96,5.03,5.81,5.17
