MUSSELBURGH PINKIEBURN,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR7373,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,,,,,,,,2.26,2.15,1.98,,
February,,,,,,,,0.54,2.67,1.55,,
March,,,,,,,,0.81,0.62,1.55,,
April,,,,,,,,1.99,0.73,2.68,,
May,,,,,,,,1.76,2.96,0.90,,
June,,,,,,,,1.60,0.44,1.50,,
July,,,,,,,,1.37,4.47,0.65,,
August,,,,,,,,5.26,1.54,1.68,,
September,,,,,,,,0.96,3.60,2.30,,
October,,,,,,,,2.12,2.13,2.51,,
November,,,,,,,,1.57,1.40,5.01,,
December,,,,,,,,1.62,1.07,3.02,,
Total,,,,,,,,21.86,23.78,25.33,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.86,23.78,25.33,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,,
