STRATFORD-SUB-CASTLE-MANOR-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU130330,Long,-1.815734,Lat,51.096162,Elevation,165,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,0.73,5.8,0.59,1.35,0.83,3.14,1.05,4.2,4.77,0.49,3.58,0.82,0.92,4.14,4.46,3.38,2.4,3.67,1.32,3.7,3.03,4.47,2.55,4.71,1.38,4.42,2.23,3,2.74,2.68,0.69,5.2,6.11,2.99,5.09,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,0.44,1.81,1.27,1.39,0.39,3.92,1.19,2.41,0.7,3.8,5.31,4.65,1.17,1.31,2.58,0.54,0.33,2.9,5.44,0.32,4.62,1.48,4.65,1.88,0.95,1.17,2.16,0.07,4.62,0.07,3.08,2.65,5.18,0.93,1.7,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,4.67,0.86,0.42,3.06,3.81,0.94,2.62,4.23,2.57,3.64,1.13,3.15,2.89,0.97,4.58,1.86,1.08,2,2.08,1.27,0.27,0.53,4.02,2.91,0.07,1.43,0.76,2.2,3.56,3.07,0.98,2.82,4.03,0.17,1.25,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,1.92,0.76,3.26,2.61,1.69,3,1.17,0.05,3.14,0.7,1.06,0.46,2.05,2.28,1.74,4.23,0.62,3.32,2.9,3.43,2.56,3.56,1.89,1.68,1,2.66,2.74,3.4,1.37,2.05,3.66,1.77,1.75,0.01,2.34,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,0.77,2.53,2.62,2,1.34,1.84,0.62,0.79,2.1,1.66,3.46,1.62,1.85,1.79,0.53,1.27,1.37,0.72,1.51,4.55,4.91,2.71,0.63,2.06,1.79,1.41,2.45,4.25,1.37,0.6,0.77,0.76,2.71,2.33,0.97,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,3.49,1.94,1.3,0.44,3.3,4.08,1.33,4.2,0.42,0.71,0.82,1.57,4.98,0.79,0.77,1.98,0.39,0.8,0.54,1.83,0.02,2.34,2.7,2.22,1.35,0.51,3.19,1.76,2.7,1.48,4.02,2.39,1.42,0.85,2.21,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,1.42,0.97,1.97,1.5,3.2,2.22,0.02,1.75,0.97,3.2,4.52,0.94,3.6,5.62,2.3,5.31,0.33,4.03,0.75,2.97,3.03,1.48,3.16,1.63,1.15,1.88,3.42,2.12,2.07,1.38,0.67,4.41,1.81,2.98,5.75,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,3.18,1.13,1.98,2.42,3.18,2.16,2.47,6.16,1.27,3.41,2.27,4.7,4.83,2.25,2.63,1.45,1.49,3.76,2.34,1.6,3.35,1.58,3.39,1.76,0.96,2.96,2.8,0.94,0.54,2.44,2.2,0.28,1.08,2.73,2.45,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,1.12,0.57,0.43,1.95,3.66,0.25,0.98,2.14,3.41,0.97,1.83,2.52,1.38,6.37,1.15,1.25,1.36,1.62,2.2,4.02,3.92,0.98,5.53,1.94,0.39,3.19,1.33,3.81,2.75,2.05,4.19,4.13,2.26,1.63,1.27,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,0.74,5.75,8.65,1.43,4.86,3.87,2.65,3.6,4.11,2.73,4.1,5.09,3.75,1.54,0.76,2.75,0.98,1.47,5.97,4.94,3.69,2.58,2.02,6.05,4.35,1.76,0.4,5.47,2.44,1.55,4.76,1.81,5.36,3.09,4.17,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
