"STRATFORD-SUB-CASTLE THE MANOR HOUSE",,,,,,,,,,,,
Grid ref,SU130330,Long,-1.815734,Lat,51.096162,,,,,,,
Station no,1512,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,0.73,5.80,0.59,1.35,0.83,,
February,,,,,,0.44,1.81,1.27,1.39,0.39,,
March,,,,,,4.67,0.86,0.42,3.06,3.81,,
April,,,,,,1.92,0.76,3.26,2.61,1.69,,
May,,,,,,0.77,2.53,2.62,2.00,1.34,,
June,,,,,,3.49,1.94,1.30,0.44,3.30,,
July,,,,,,1.42,0.97,1.97,1.50,3.20,,
August,,,,,,3.18,1.13,1.98,2.42,3.18,,
September,,,,,,1.12,0.57,0.43,1.95,3.66,,
October,,,,,,0.74,5.75,8.65,1.43,4.86,,
November,,,,,,4.17,3.98,2.50,0.82,0.65,,
December,,,,,,0.93,1.79,3.92,3.08,3.90,,
Total,,,,,,23.58,27.89,28.91,22.05,30.81,,
Calc annual,0.00,0.00,0.00,0.00,0.00,23.58,27.89,28.91,22.05,30.81,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,0.00,0.00,,
