FAKENHAM-PENSTHORPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TF946294,Long,0.88697,Lat,52.82698,Elevation,153,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,2.84,1.39,1.09,0.71,2.46,2.38,1.1,1.77,1.89,2.67,1.18,1.13,1.08,2.37,3.36,0.9,1.18,1.58,1.61,0.9,3.64,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,0.47,0.51,1.76,1.53,0.68,0.07,1.7,2.53,0.93,0.34,0.66,2.07,1.4,1.31,3.09,1.25,1.12,0.64,2.96,1.33,2.36,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,1.1,2.08,2.08,1.32,3.4,1.48,0.92,0.34,1.23,2.3,3.18,2.13,2.06,1.87,0.65,2.45,1.17,2.23,1.57,2.5,1.67,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,1.76,1.02,2.5,2.06,0.93,0.88,1.55,0.11,1.5,1.09,1.48,1.39,1.04,2.06,1.5,1.58,0.99,1.81,0.62,1.69,0.59,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,2.54,2.3,1.04,3.21,1.37,3.37,1.92,0.94,2.11,1.13,0.7,0.67,3.34,1.47,1.35,1.14,3.18,2.48,1.77,1.15,2.4,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,1.26,0.49,1.93,0.99,3.33,1.51,2.69,1.3,2.72,0.74,2.06,1.72,2.1,0.84,2.99,1.31,2.17,2.88,0.71,3.17,2.46,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,4.66,1.05,5.44,2.24,3.38,3.83,2.01,5.32,2.99,2.47,3.09,0.81,1.23,1.35,2.44,1.4,1.37,3.75,2.86,1.3,0.47,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,2.61,2.7,3.29,2.94,2.4,3.48,1.67,1.3,1.86,3.93,1.92,2.66,1.52,2.16,5.67,0.86,2.41,3.12,2.14,2.78,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,1.57,2.4,1.91,2.85,0.45,1.18,1.63,0.93,1.96,0.96,5.1,4.24,0.12,3.8,0.62,1.18,0.93,3.54,2.05,2.25,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,5.38,3.2,3.71,1.77,3.52,1.61,3.91,6.77,1.71,2.52,2.38,3.68,0.89,1.88,1.54,2.67,1.77,1.81,4.75,1.2,2.77,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,2.56,2.88,2.35,2.2,2.16,3.43,1.72,1.49,2.85,3.18,2.75,1.24,1.48,2.04,2.29,2.21,2.25,1.2,1.99,1.11,1.91,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,4.41,1.37,1.1,1.55,0.56,3.61,0.98,1.4,2.45,2.35,3.29,1.97,2.23,1.91,3.1,3.65,1.4,1.54,1.7,1.2,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
