STALBRIDGE (GROVE COTTAGE),,,,,,,,,,,,
Grid ref,ST736177,Long,-2.377255,Lat,50.958116,,,,,,,
Station no,1628/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,2.78,4.75,,,
February,,,,,,,,2.99,0.34,,,
March,,,,,,,,0.99,4.19,,,
April,,,,,,,,0.47,2.87,,,
May,,,,,,,-999.00,2.22,1.11,,,
June,,,,,,,,3.44,0.84,,,
July,,,,,,,5.15,1.84,1.35,,,
August,,,,,,,2.60,2.80,1.21,,,
September,,,,,,,3.25,4.89,0.19,,,
October,,,,,,,2.44,2.99,3.74,,,
November,,,,,,,2.27,2.80,4.50,,,
December,,,,,,,3.21,4.07,8.25,,,
Total,,,,,,,30.68,32.28,33.34,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,18.92,32.28,33.34,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,11.76,0.00,0.00,NaN,,
