STALBRIDGE (GROVE COTTAGE),,,,,,,,,,,,
Grid ref,ST731178,Long,-2.384382,Lat,50.958992,,,,,,,
Station no,1628/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.23,2.54,0.89,1.95,3.24,4.59,2.27,,,,,
February,5.85,0.88,1.94,3.58,2.15,0.23,3.93,,,,,
March,3.69,3.18,0.71,4.04,1.51,0.97,2.22,,,,,
April,3.44,2.03,2.89,0.22,0.80,1.17,0.44,,,,,
May,2.98,3.42,2.10,2.23,4.22,0.61,1.54,,,,,
June,0.48,2.06,3.09,3.52,2.16,2.95,1.36,,,,,
July,2.46,0.88,4.40,3.62,1.41,2.43,,,,,,
August,6.17,3.92,2.31,2.70,0.26,4.89,,,,,,
September,3.15,4.20,2.74,3.06,1.06,4.22,,,,,,
October,0.89,4.12,3.89,2.53,2.62,2.20,,,,,,
November,8.99,4.07,1.96,7.70,3.79,1.02,,,,,,
December,3.08,3.19,0.92,2.89,4.67,5.23,,,,,,
Total,44.41,34.49,27.84,38.04,27.89,30.51,,,,,,
Calc annual,44.41,34.49,27.84,38.04,27.89,30.51,11.76,0.00,0.00,0.00,,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
