CROYDON PARK HILL HOUSE,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR8411,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,2.39,1.39,3.33,3.73,0.74,4.16,1.16,1.11,,,,
February,3.98,1.21,1.92,0.94,4.14,5.02,4.97,0.84,,,,
March,1.37,1.90,3.72,3.19,4.46,0.67,4.36,,,,,
April,2.03,2.10,0.10,3.04,0.95,1.59,1.42,,,,,
May,2.14,1.05,1.25,1.31,1.11,3.11,2.34,,,,,
June,2.20,2.20,3.03,0.26,1.04,0.57,2.97,,,,,
July,2.53,0.45,1.55,1.60,1.91,3.73,0.86,,,,,
August,2.82,1.02,5.27,2.26,1.89,2.62,3.09,,,,,
September,1.09,1.20,3.18,1.81,0.74,2.23,1.35,,,,,
October,3.21,4.07,2.83,4.18,1.46,2.54,3.70,,,,,
November,3.38,4.25,2.44,2.90,4.03,2.45,5.76,,,,,
December,4.37,6.28,3.28,1.16,8.03,5.76,2.94,,,,,
Total,31.51,27.12,31.90,26.38,30.50,34.45,34.92,,,,,
Calc annual,31.51,27.12,31.90,26.38,30.50,34.45,34.92,1.95,0.00,0.00,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,,
