"LAMINGTON HOUSE",,,,,,,,,,,,
Grid ref,NS981309,Long,-3.617182,Lat,55.561095,,,,,,,
Station no,5167,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.09,3.24,1.49,,,,,,,,,
February,3.42,0.90,1.32,,,,,,,,,
March,3.05,1.81,,,,,,,,,,
April,3.14,2.41,,,,,,,,,,
May,2.32,2.08,,,,,,,,,,
June,1.39,2.73,,,,,,,,,,
July,2.46,3.38,,,,,,,,,,
August,6.76,3.81,,,,,,,,,,
September,2.91,2.51,,,,,,,,,,
October,0.60,4.20,,,,,,,,,,
November,6.65,3.00,,,,,,,,,,
December,6.78,4.36,,,,,,,,,,
Total,43.57,34.43,,,,,,,,,,
Calc annual,43.57,34.43,2.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
