"LAMINGTON",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5167,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,,,2.44,2.25,5.97,1.86,2.21,1.10,2.41,5.67,,
February,,,2.60,4.71,9.80,0.68,2.13,3.81,4.05,2.60,,
March,,,1.00,1.53,2.88,3.60,3.84,6.66,1.74,3.08,,
April,,,1.30,1.10,2.86,2.22,2.44,2.49,4.06,3.54,,
May,,,4.05,1.70,4.46,0.62,0.56,2.62,2.41,3.25,,
June,,,3.08,2.84,3.11,1.25,3.83,5.53,2.84,1.43,,
July,,,2.15,2.74,3.50,5.78,4.59,2.85,1.32,3.78,,
August,,,5.61,4.34,5.90,5.64,2.70,6.35,4.43,1.63,,
September,,,3.68,2.71,0.47,0.84,5.01,3.61,3.23,5.08,,
October,,,4.67,3.99,3.17,4.42,5.18,2.81,4.14,3.37,,
November,,,2.81,2.65,3.88,5.85,1.42,3.57,4.87,6.66,,
December,,,1.81,6.10,3.96,5.53,5.25,7.36,5.45,2.96,,
Total,,,35.20,36.66,49.96,38.29,39.16,48.76,40.95,43.05,,
Calc annual,0.00,0.00,35.20,36.66,49.96,38.29,39.16,48.76,40.95,43.05,,
Difference,NaN,NaN,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,-0.00,,
