EXETER-THE-CLOSE-(NO-6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX921926,Long,-3.5293,Lat,50.7234,Elevation,120,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,0.82,3.39,0.94,0.91,3.93,5.73,4.56,2.29,4.44,1.77,4.41,4.33,4.81,4.78,4.56,1.89,5.88,2.86,3.4,2.27,2.53,0.72,5.16,6.21,3.99,6.25,2.3,5.22,,,1.84,3.07,,3.88,6.31,0.59,0.9,2.58,2.41,0.29,,,,,,,
February,,,,,3.91,5.52,5.99,0.91,1.63,4.89,0.37,0.25,2.89,8.14,1.67,4.41,2.96,4.2,3.27,2.39,1.58,2.59,0.05,3.83,0.22,3.03,4.05,5.58,1,1.16,4.53,3.14,,,0.4,1.8,,1.68,1.1,1.35,5.78,4.03,0.56,1.07,,,,,,,
March,,,,,5.2,0.5,4.57,4.39,1.16,4.49,2.76,1.81,2.82,1.29,1.46,0.68,0.73,3.86,3.81,0.12,2.77,2.11,2.09,3.15,3.09,1.49,3.65,4.83,0.18,1.64,2.58,2.79,,,0.14,0.49,,6.97,1.22,1.8,1.57,4.08,2.6,0.58,,,,,,,
April,,,,,1.25,0.75,0.61,1.67,1.92,1.94,4.28,0.62,3.31,2.78,2.83,3.79,1.93,1.52,1.59,1.02,3.5,3.54,2.42,1.65,2.9,3.67,2.44,3.66,0.17,2.31,3.2,1.03,,,1.5,0.59,,2.19,2.46,1.21,1.71,1.84,3.01,2.52,,,,,,,
May,,,,,1.59,1.99,1.83,1.8,1.18,0.71,1.18, ,0.62,1.23,3.97,4.67,1.1,0.54,1.73,2.2,1.72,3.63,3.12,2.84,1.21,2.25,0.65,3,2.5,0.43,1.27,2.51,,3.39,0.47,3.43,,3.05,1.98,1.63,2.36,2.46,3.69,2.4,,,,,,,
June,,,,,1.4,2.19,1.46,2.22,0.85,0.7,,0.4,0.62,0.46,3.09,0.04,3.74,1.85,1.93,2.42,0.48,3.07,2.33,2.08,1.95,3.16,2.26,0.99,1.91,2.1,0.95,1.28,,1.34,2,2.05,,2.15,1.28,1.05,0.58,0.73,0.94,1.76,,,,,,,
July,,,,0.41,3.74,2.87,1.15,2.32,4.25,1.64,,0.66,2.73,0.96,4.31,3.58,0.73,2.88,1.44,1.2,1.26,3.18,3.83,2.27,0.89,0.48,5.38,1.42,3.02,6.14,2.79,0.73,,2.64,2.11,2.51,,2.54,1.08,2.42,3.19,2.16,1.24,2.05,,,,,,,
August,,,,0.82,1.99,1.97,4.74,5.39,2.05,2.77,,1.46,3.53,2.07,2.55,1.56,1.25,3.11,2.08,1.82,3.14,3.8,1.84,1.51,3.4,1.97,0.08,1.38,4.86,2.09,0.1,3.15,,2.05,5.42,1.42,,0.99,3.05,1.27,4.44,2.38,5.2,2.1,,,,,,,
September,,,,1.75,2.8,1.16,2.58,1.48,6.11,1.57,1.45,0.52,2.73,2.93,4.47,3.66,1.38,4.85,0.88,0.31,4.6,1.03,3.86,1.86,2.44,2.89,3.48,2.43,1.08,0.62,1.41,0.98,,3.25,1.95,1.95,,1.33,0.93,5.69,3.59,4.31,2.67,2.49,,,,,,,
October,,,,4.34,3,5.35,5.48,3.89,1.44,1.91,3.13,0.71,1.19,5.17,4.53,3.22,2.62,1.45,5,5.7,3.69,0.57,6.36,2.73,2.03,3.57,1.3,4.15,2.59,4.29,4.18,1.54,,3.64,4.42,3.84,,1.18,3.3,6.13,1.21,1.53,3.92,2.77,,,,,,,
November,,,,3.66,2.83,2.03,5.6,1.84,2.98,2.6,1.71,3.87,1.77,2.53,3.9,3.27,8.73,3.18,3.13,9.94,6.13,7.3,2.71,1.02,1.43,5.72,2.72,2.23,4.72,6.22,6.38,3.18,,2.39,5.13,0.67,,1.82,2.33,4.41,5.12,5.47,3.34,1.99,,,,,,,
December,,,,2.48,8.1,7.11,3.44,1.01,4.1,4.4,3.14,1.74,6.2,3.08,4.26,3.86,0.64,3.57,3.04,8.11,4.04,1.86,2.27,2.12,10.58,4.81,3.75,3.67,3.45,1.58,3.63,2.32,,2.86,3.16,5.93,,2.63,6.05,0.79,4.12,2.46,3.67,0.56,,,,,,,
Total,,,,,36.63,34.83,38.39,27.83,31.6,33.35,, ,32.85,32.41,41.45,37.07,30.62,35.79,32.46,37.12,38.79,35.54,34.28,27.33,32.67,33.76,34.92,39.55,29.47,34.83,33.32,27.87,,,28.54,27.75,,30.41,31.09,28.34,34.57,34.03,33.25,20.58,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
