DUCHRAY VALLEY ( GLEN DHU ) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NN406032,Long,-4.570571,Lat,56.194646,Elevation,500,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,6.95,15.3,3.1,10.05,7.95,11.2,14.65,12.2,11.25,9.35,8.55,17.45,11.4,25,3.5,15,8,15.3,10.35,16.9,4.3,7.7,13.1,15.4,7.15,2.5,1,7.9,9.5,,4,14.4,12.5,11.5,9.9,8.6,11.1,7.6,5.7,9.32,5,5.5,14.5,10.9,,
February,,,,,,14.1,9.1,1.45,15.5,1.6,15.05,2.4,9.9,9.6,2.3,7.95,11.1,6.25,10.55,4.2,0.85,8,0.1,6.35,1.85,11.05,5.3,8.1,8.9,11.3,3.5,8.9,2.6,10,,16,8.2,1.2,11.8,10.6,8.3,4.05,3.48,4.5,6.78,4.5,3.1,5.5,,,
March,,,,,,4.65,1.85,4.2,3.45,7.55,9.25,14.8,3.85,5.4,1.1,3.1,6.95,7.35,12,1.85,6.5,2.15,3.9,5.35,4.9,3.5,6.5,3.1,7.7,7.45,7.5,2.7,5.1,4.3,,7.6,5.2,6.5,9.5,3.4,7.05,4.6,8.7,2.1,6.5,2,4.2,9,,,
April,,,,,,6.6,6.15,2.45,1.75,4.35,4,3.05,5.5,6,5.15,10,4.6,5.1,5.05,1.85,2.9,4.5,8.85,4.5,5.9,6.75,2.8,4.9,1.45,4.1,4.9,3.3,6,7,,3.4,1.85,13,6.25,9.4,5.8,5.2,5.1,5.1,4,4.1,2.8,3.9,,,
May,,,,,,1.55,6.45,5.8,4.55,2.2,9.8,6.15,7.25,3.2,7.7,11.4,5.7,3.65,2,7,4.55,8.4,4.85,3.5,5.45,0.95,3.15,2.5,5.7,1.75,1.35,3.4,6.2,4.9,,7,2,6.5,3.1,4,2.75,3.5,2.7,5.2,5.1,4.2,5.5,4,,,
June,,,,,,2,3.5,5.25,2.9,4.95,3.5,0.5,3.5,2.6,4.8,1,5.7,8,8.3,4.7,4.6,9.3,3.15,3.35,2.5,7.8,3,4.95,10,4.2,0.75,0.55,3,7.3,,7.6,6.95,6.35,7.1,2.2,2.8,4.1,6.3,2.1,3.9,4.1,4.7,2.7,,,
July,,,,,,4.7,3.9,1.8,5.15,2.5,6.2,6.6,5.95,6.3,9.15,2.9,4.2,6.4,6.3,6.85,5,6,6.1,6.15,4.45,2.5,8.15,8,6.9,8.5,4.55,3.6,5.6,3.7,,6.1,6.55,7,7.2,2.65,11.2,5.3,4.9,9.5,3.1,1.2,7.9,6.9,,,
August,,,,,7.6,2.95,5.85,8.4,5.4,5.2,7.95,9.85,5.35,10.85,5.8,6.85,7,8.45,9.1,9,10.55,2.75,4.5,7.1,7,4.5,4.7,5.5,3.7,3,2.95,6.8,12.7,11.6,,2.45,5.6,0,13.6,6.6,8.3,9,5.7,6.4,7.25,1.5,8.7,6.7,,,
September,,,,,4.75,2.2,2.35,6.1,8.7,7.5,5.1,4.35,4.4,12.9,9.2,4.65,5.4,8.1,6.5,3,6.35,2.85,4.4,1.8,12.2,11.1,7.2,7,8.6,4.1,5.6,3.65,12.2,6.5,,10.5,12.3,9,12.1,3.8,16,7,5.3,9.4,9.15,5.9,8.2,6.1,,,
October,,,,,3,8.55,13,14.9,12.9,1.7,6.1,8.4,4.3,13.6,6.5,9.3,9.9,10.05,13.7,10.8,12.8,7.9,10.5,6.1,14.45,17.8,10.55,4,17.3,5.7,11.6,8,9.4,19.5,,11.2,0.6,5.9,12.85,14,10.9,3,8,6.2,13.5,5.15,5.9,9,,,
November,,,,,11.15,4.35,10.4,12.8,10.85,6.85,11,6.7,6.6,6.05,8.45,1.7,13.45,9,12.7,12.9,9.45,16.2,9,4.65,1.9,7.3,5.75,1.25,17.2,14.6,11.5,10.4,1.4,5.55,,1,12.8,13.5,6.9,10.5,5.6,14.2,2.7,12.7,14,5,4.15,3,,,
