CLAYGATE-HERTSLETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ155636,Long,-0.342512,Lat,51.359737,Elevation,106,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,1.48,1.13,3.21,2.66,0.49,4.32,0.74,1.05,2.85,2.99,1.98,1.72,2.2,1.3,2.61,1.55,2.24,1.8,2.81,1.29,2.79,1.18,1.47,1.26,1.45,0.91,3.35,3.82,2.18,3.64,2.51,2.42,2.37,4.28,1.27,1.26,1.06,1.4,2.75,0.93,0.85,2.78,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,2.11,1.12,1.52,0.85,2.06,3.13,3.45,0.88,0.85,1.84,0.56,0.37,1.75,2.79,0.62,3.36,2.41,3.61,1.55,0.4,0.53,1.45,0.26,3.03,0.22,2.21,1.76,4.04,0.39,0.93,2.01,1.71,0.49,1.31,0.83,0.96,2.19,1.23,1.15,0.71,3.08,5.35,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,0.93,1.64,2.5,2.56,3.85,0.79,4.48,1.5,0.82,3.8,1.24,1.12,1.42,2.44,0.76,0.47,0.86,2.47,1.72,0.05,1.36,0.2,1.04,1.83,1.81,0.37,1.24,3.09,0.35,1.03,3.06,3.21,1.66,0.35,0.15,1.03,1.21,4.51,0.47,0.96,0.53,3,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,1.04,2.13,0.06,2.44,0.87,1.33,1.09,1.78,3.31,2.46,2.49,0.83,2.4,1.99,3.44,2.03,3.09,1.7,1.37,0.91,1.34,4.02,2.46,0.69,2.5,2.63,1.91,2.49,0.08,2.7,1.8,1.62,0.83,0.87,1.35,1.22,2.55,1.27,1.03,1.79,2.58,2.47,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,1.64,1.88,1.41,2.06,1.48,3.19,2,1.53,1.92,0.24,0.6,1.68,0.85,2.6,2.75,1.79,1.53,1.37,2.51,1.18,2.62,2.52,4.72,2.46,0.54,1.51,0.75,2.4,1.68,1.89,1.55,1.62,3.07,1.79,0.8,2.61,3.34,1.22,1.71,2.57,1.33,2.02,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,2.2,2.4,3.24,0.35,1.47,0.84,1.65,2.45,0.98,1.26,2.06,0.27,1,0.46,2.71,0.07,3.53,3.23,2.18,1.04,2.63,1.57,0.84,1.32,0.86,3.58,3.05,2.14,0.57,1.46,0.71,2.47,0.87,1.23,1.85,1.64,2.84,2.56,2.17,0.92,1.31,1.11,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,2.8,0.81,1.74,2.9,2.67,3.57,1.4,5.79,7.2,2.4,4.36,0.19,2.74,2.94,3.08,3.69,1.78,2.74,2.31,1.14,1.85,3.38,2.79,1.35,1.77,1.16,2.72,1.06,1.25,2.51,2.53,3.25,2.19,1.79,1.75,3.47,1.81,1.12,1.07,1.55,3.46,1.23,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,2.14,0.86,5.66,2,1.53,2.25,3.4,3.99,0.82,2.22,1.66,0.84,2.44,1.65,2.88,2.34,1.19,3.81,2.44,2.23,2.9,5.15,0.8,0.63,1.62,2.87,1.38,1.42,3.56,2.59,0.16,5.02,2.08,1,2.49,1.61,3.97,0.46,3.32,1.44,1.94,2.8,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,0.78,1.15,2.25,2.32,0.82,2.19,1.68,2,5.56,1.87,2.96,1.42,1.62,1.55,3.59,2.16,1.22,4.47,0.86,0.21,2.74,2.61,2.23,2.67,1.16,2.82,2.62,1.97,2.11,1.17,1.2,0.37,1.19,1.89,2.11,1.98,3.27,1.11,0.95,0.61,2.64,2.82,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,2.83,2.59,2.45,3.7,1.43,3.03,3.45,2.93,1.26,0.9,2.2,0.69,1.18,5.33,3.47,2.03,2.54,1.1,4.23,2.72,1.03,0.82,5.31,1.66,1.27,2.59,2.33,2.58,2.28,5.53,2.09,1.02,3.66,2.68,2.77,2.46,1.29,0.22,2.16,4.85,0.44,0.78,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,2.76,3.53,1.88,2.32,2.68,1.92,3.89,1.13,1.81,1.54,1.2,1.73,1.15,1.52,2.51,1.68,4.64,2.82,1.45,5.11,4.17,2.23,1.11,0.97,2.08,4.92,3.03,1.52,3.67,4.1,6.61,2.78,2.12,1.45,3.12,0.4,2.65,0.94,1.45,2.14,4.99,5.78,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
