"MILTON REGIS (SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,TQ912648,Long,0.744303,Lat,51.350105,,,,,,,
Station no,318,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.34,2.05,0.76,1.26,2.75,3.61,1.25,2.25,1.89,1.79,,
February,6.16,0.76,0.90,1.45,1.64,0.43,3.02,1.99,0.01,1.43,,
March,2.76,2.64,0.18,2.02,1.10,0.24,0.60,1.59,1.32,1.35,,
April,1.96,0.83,1.93,0.22,0.11,0.85,0.12,1.42,2.39,0.64,,
May,2.31,0.94,1.66,1.52,3.94,0.44,1.45,1.62,0.89,2.28,,
June,1.67,1.34,2.64,3.41,1.85,1.31,1.46,4.77,1.57,1.30,,
July,1.87,0.62,1.84,1.81,2.33,3.77,2.55,0.79,1.62,2.20,,
August,3.53,3.66,1.64,3.26,3.70,3.05,2.04,3.77,1.07,3.63,,
September,3.37,3.31,2.37,1.45,2.11,1.41,2.32,2.77,0.34,2.05,,
October,0.79,1.71,1.73,1.73,3.74,0.99,0.79,2.85,2.15,4.89,,
November,3.59,4.06,1.28,5.15,0.51,0.69,2.84,1.34,3.19,4.15,,
December,2.13,2.56,0.67,1.44,1.29,2.10,1.86,3.06,3.66,2.89,,
Total,32.48,24.48,17.60,24.72,25.07,18.89,20.30,28.22,20.10,28.60,,
Calc annual,32.48,24.48,17.60,24.72,25.07,18.89,20.30,28.22,20.10,28.60,,
Difference,-0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
