"WEST NORWOOD, THORNLAW ROAD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4445,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,1.91,1.56,0.46,1.71,2.77,1.76,0.77,1.97,0.82,2.54,,
February,0.99,0.05,1.42,3.02,1.72,0.22,0.40,2.06,1.21,2.11,,
March,1.97,2.50,1.23,0.35,0.90,1.18,3.07,3.73,1.48,0.51,,
April,1.71,0.75,1.41,0.12,1.40,1.59,0.76,1.72,1.05,2.70,,
May,1.50,2.94,1.25,0.54,1.46,0.43,0.22,1.46,2.98,1.66,,
June,2.61,1.31,2.45,0.95,2.37,0.24,1.98,3.08,1.36,0.94,,
July,5.72,4.18,2.46,2.45,3.47,4.13,1.53,1.13,0.80,0.67,,
August,2.19,3.66,3.35,1.08,3.43,2.45,2.51,3.29,1.15,0.55,,
September,0.65,0.91,2.03,1.14,1.48,0.87,5.72,2.83,0.35,2.43,,
October,1.06,5.04,4.03,4.32,4.57,2.90,2.86,0.57,2.79,2.39,,
November,1.55,2.50,2.33,2.24,3.48,3.31,1.48,1.24,2.53,4.17,,
December,0.75,3.00,1.25,2.33,1.89,2.32,3.02,2.74,2.48,1.37,,
Total,22.61,28.40,23.67,20.25,28.94,21.40,24.32,25.82,19.00,22.04,,
Calc annual,22.61,28.40,23.67,20.25,28.94,21.40,24.32,25.82,19.00,22.04,,
Difference,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,,
