"WEST NORWOOD THORNLAW ROAD",,,,,,,,,,,,
Grid ref,TQ317717,Long,-0.106964,Lat,51.429009,,,,,,,
Station no,RR4445,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.59,0.76,0.65,2.27,2.65,1.06,3.63,0.92,1.50,1.04,,
February,4.50,1.06,0.70,1.37,2.40,0.83,1.81,1.42,1.30,0.61,,
March,0.89,2.16,1.60,1.99,1.29,3.54,1.11,0.89,2.63,3.12,,
April,0.83,1.73,0.50,1.91,1.19,1.68,0.68,3.47,2.31,1.87,,
May,1.24,0.94,2.53,3.11,2.01,0.82,1.47,1.84,1.90,1.38,,
June,2.78,1.86,4.14,6.55,0.82,5.01,2.67,2.68,2.63,4.33,,
July,1.33,2.16,1.28,4.11,1.46,0.85,0.62,0.95,3.46,3.36,,
August,3.34,2.02,3.29,4.23,1.78,2.71,0.81,2.18,3.58,2.09,,
September,0.69,1.37,2.29,2.46,1.33,1.45,2.16,0.52,1.69,2.53,,
October,1.85,2.40,1.35,4.80,1.77,1.04,3.20,3.11,1.98,4.16,,
November,1.97,0.74,1.66,2.01,1.56,3.17,4.11,2.26,0.84,0.86,,
December,2.32,3.27,1.46,1.33,2.14,0.61,2.15,2.71,2.12,2.53,,
Total,24.33,20.47,21.45,36.14,20.40,22.77,24.42,22.95,25.94,27.88,,
Calc annual,24.33,20.47,21.45,36.14,20.40,22.77,24.42,22.95,25.94,27.88,,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,,
