"WEST NORWOOD THORNLAW ROAD LAMBETH",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4445,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,1.94,1.19,,,,,,,,,,
February,3.15,1.23,,,,,,,,,,
March,1.17,1.88,,,,,,,,,,
April,1.75,1.78,,,,,,,,,,
May,2.05,0.91,,,,,,,,,,
June,2.75,,,,,,,,,,,
July,2.75,,,,,,,,,,,
August,2.25,,,,,,,,,,,
September,0.91,,,,,,,,,,,
October,2.68,,,,,,,,,,,
November,3.21,,,,,,,,,,,
December,3.22,,,,,,,,,,,
Total,27.83,,,,,,,,,,,
Calc annual,27.83,6.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
