"WORCESTER (WATERWORKS)",,,,,,,,,,,,
Grid ref,SO841565,Long,-2.234091,Lat,52.206491,,,,,,,
Station no,2401,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.20,1.93,0.59,1.05,2.70,3.71,1.16,1.95,3.55,5.35,,
February,2.58,0.59,1.25,1.65,1.49,0.31,2.51,4.60,0.12,2.18,,
March,4.02,1.66,0.91,2.07,2.16,0.85,1.82,1.53,2.56,1.96,,
April,2.41,1.82,1.92,0.39,1.09,1.80,0.04,0.55,2.90,1.27,,
May,3.05,2.51,2.08,2.44,4.53,0.49,1.67,2.24,1.31,1.26,,
June,0.89,1.56,1.23,2.94,4.07,1.68,1.33,3.56,0.71,1.49,,
July,0.71,0.53,2.20,2.44,0.98,2.97,3.04,2.50,1.32,2.51,,
August,3.46,4.47,2.65,3.42,0.22,4.08,5.81,3.98,2.17,4.36,,
September,3.20,1.57,1.83,1.08,1.60,2.93,3.58,4.42,0.18,4.07,,
October,0.64,3.84,1.82,2.33,1.45,1.42,0.99,2.25,2.50,6.28,,
November,5.95,2.20,1.02,5.58,3.16,1.17,2.16,2.29,4.12,3.86,,
December,1.88,1.96,1.06,1.59,2.36,2.87,-999.00,3.66,4.81,3.43,,
Total,30.99,24.64,18.56,26.98,25.81,24.28,26.09,33.53,26.25,38.02,,
Calc annual,30.99,24.64,18.56,26.98,25.81,24.28,24.11,33.53,26.25,38.02,,
Difference,-0.00,0.00,0.00,0.00,0.00,-0.00,1.98,0.00,0.00,0.00,,
