"DERBY MIDLAND RAILWAY",,,,,,,,,,,,
Grid ref,SK364353,Long,-1.460145,Lat,52.913898,,,,,,,
Station no,ZZ999,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.80,1.50,0.93,2.00,2.05,0.80,3.28,1.15,1.13,1.28,,
February,3.63,1.16,1.54,1.15,2.80,0.67,2.57,1.76,1.42,0.65,,
March,0.61,1.92,1.41,3.43,1.57,2.51,1.51,1.38,2.72,3.07,,
April,1.06,1.76,2.25,1.90,1.67,1.37,0.60,1.73,2.34,1.48,,
May,1.59,0.84,2.63,3.15,1.81,0.39,1.65,3.84,2.40,1.84,,
June,4.76,1.84,2.53,1.26,0.53,2.39,2.04,3.25,1.53,2.26,,
July,3.97,3.31,1.40,2.21,1.95,0.84,0.55,2.67,2.45,3.01,,
August,4.61,1.51,3.22,4.86,2.67,2.93,0.92,3.38,3.81,2.45,,
September,0.85,0.90,1.66,2.70,1.67,1.20,0.96,0.75,1.67,2.31,,
October,2.93,1.62,2.42,5.38,0.55,1.20,5.05,3.79,1.09,3.51,,
November,2.22,1.74,1.69,1.96,1.25,2.50,2.60,1.83,1.57,0.50,,
December,4.09,5.44,1.69,1.23,1.39,0.63,2.10,2.85,1.50,4.35,,
Total,34.12,23.54,23.37,31.23,19.91,17.43,23.83,28.38,23.63,26.71,,
Calc annual,34.12,23.54,23.37,31.23,19.91,17.43,23.83,28.38,23.63,26.71,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,,
