WRINGTON-WEST-HAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST462633,Long,-2.774183,Lat,51.366202,Elevation,100,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,1.08,0.64,3.79,2.97,1.39,2.05,2.93,3.38,0.65,1.81,0.88,5.09,5.09,1.9,1.61,4.4,3.38,0.83,4.17,1.65,1.53,1.26,4.01,,,,,,,0.69,3.51,5.26,4.6,3.78,3.18,2.07,4.24,3.38,5.09,3.47,5.95,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,1.22,1.36,0.9,0,1.67,4.22,2.91,0.24,0.64,3.35,1.85,4.05,6.1,1.5,0.92,1.81,3.87,0.81,2.63,1.86,1.83,0.63,4.52,,,,,,,1.6,1.97,2.81,1.59,0.4,4.17,7.61,0.46,4.82,2.07,3.66,2.92,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,3.73,5,1.21,2.51,0.67,0.38,2.22,2.48,3.47,4.83,0.95,1.02,1.13,2.44,1.59,4.02,2.25,3.97,2.36,0.98,3.66,3.26,0.99,,,,,,,2.99,1.15,4.46,2.92,2.3,2.82,1.47,1.79,0.43,0.83,3.54,3.23,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,1.85,3.94,1.59,0.74,0.99,0.1,2.46,2.62,1,4.03,2.1,3.67,1.39,2.6,1.31,2.3,1.7,2.57,1.1,3.45,2.65,3.06,3.08,,,,,,1.68,2.09,3.3,2.22,4.22,1.06,2.76,2.45,3.47,2.08,2.92,1.73,1.52,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,1.87,3.22,1.64,3.88,1.34,1.31,2.25,0.95,0.47,1.58,3.1,2.83,2.46,0.93,2.38,2.26,3.04,0.32,3.47,2.63,1.8,1.94,2,,,,,,4.13,2.13,1.87,0.44,2.43,2.69,1.23,2.06,4.1,4.56,2.75,1.66,2.51,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,3.15,0.83,3.77,1.75,2.3,0.96,2.76,1.05,1.5,2.1,1.41,1.06,2.32,1.76,2.85,4.29,1.32,4.03,2.24,2.92,0.45,2.98,4.73,,,,,,2.94,3.62,1.16,1.7,4.06,0.24,1.58,0.75,3.46,0.01,2.17,3.89,2.74,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,6.32,2.66,5.52,2.55,3.79,5.78,5.62,3.47,1.61,2.16,0.51,0.14,0.84,3,2.66,3.11,3.3,1.3,1.28,2.45,2.25,2.9,2.32,,,,,,0.88,2.37,5.85,2.31,5.02,0.86,4.57,2.49,4.9,4.04,2.78,5.5,3.32,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,3.35,3.72,3.04,7.09,4.47,2.82,3.52,3.74,2.52,6.79,3.21,4.31,3.55,2.13,3.85,4.08,2.84,4.61,3.18,3.03,5.56,2.35,7.47,,,,,,5.9,8.25,2.9,2.74,2.02,2.72,4.51,3.08,5.65,5.61,3.54,5.64,4.08,4.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,1.5,1.27,1.64,1.93,3.99,2.33,2.97,1.35,6.97,4.93,1.45,3.85,0.99,2.2,2.2,3.24,1.72,1.73,0.84,0.6,2.54,2.75,0.25,,,,,,1.77,2.47,9.14,1.32,2.13,3.65,2.57,4.11,3.73,3.93,2.07,6.89,1,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,0.36,2.81,1.66,8.18,2.69,6.19,4.36,5.52,2.88,1.28,6.21,4.02,3.65,2.4,2.49,8.92,1.61,2.07,5.32,5.73,1.98,7.04,5.53,,,,,,7.33,7.07,2.19,2.96,2.12,1.7,1.6,4.38,5.96,4.03,5.47,3.11,5.84,6.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
