WALSDEN WARLAND DRAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD971217,Long,-2.045393,Lat,53.691738,Elevation,1250,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,3.1,4.93,4.15,1.73,5.69,1.62,3.75,2.74,6.91,2.13,-999,3.34,3.08,4.05,3.35,-999,2.3,-999,4.12,6.4,2.96,,3.61,5.73,5.88,4,16.77,2.42,8.04,6.36,6.44,2.83,5.05,2.05,4.88,4.87,7.02,8.03,2.42,1.59,6.27,8.06,8.5,4.73,6.86,3.95,11.21,3.35,3.87,6.33,7.02,1.58,3.8,2.73,8.84,7.3,6.32,4.59,6.46
February,,,1.58,4.36,3.3,1.44,3.09,2.06,2.6,2.1,2.18,4.82,-999,1.66,3.2,3.8,-999,-999,5.25,-999,3.56,0.7,4.35,,1.32,7.8,4.39,1.67,6.61,0.87,1.13,6.37,0.28,4.82,0.5,6.64,3.26,6.78,2.47,6.47,3.02,6.18,1.62,4.35,2.81,6.51,7.05,2.86,4.1,4.64,8.15,4.56,2.02,2.87,4.36,2.06,1.87,4.31,8.25,0.92,5.08
March,,,1.78,6.33,2.4,3.73,3.55,3.41,2.91,2.9,1.25,2.35,4.83,4,4.45,-999,-999,-999,1.65,-999,3.1,3.07,3.36,,1.74,1.73,2.17,5.38,4.69,1.6,3.02,0.48,2.62,3.46,3.29,1.85,2.93,2.5,1.87,3.76,4.01,6.22,4.01,2,0.8,1.56,1.9,6.8,2.76,1.79,3.91,6.34,3.71,2.23,2.83,2.01,2.26,5.35,3.14,2.51,2.19
April,,,2,1.48,3.12,2.58,1.38,2.05,1.69,4.03,3.85,2.37,1.21,4.16,1.27,-999,2.3,-999,1.35,1.3,5.92,1.09,2.92,,2.14,3.51,2.01,4.3,1.75,1.48,3.55,4.51,4.64,2.36,3.05,4.36,1.65,3.37,0.89,2.81,3.98,3.67,3.04,3.14,4.51,3.77,1.83,5.67,2.98,5.75,4.94,4.33,3.86,3.15,0.53,2.23,3.78,0.62,2.02,4.36,4.15
May,,,2.58,3.95,2.4,1.14,3.05,3.22,2.76,2.24,2.55,1.51,2.86,3,2.02,3.72,2.84,2.28,2.62,1.88,5.4,2.25,1.43,,7.33,5.5,4.78,2.34,2.06,3.81,2.22,3.61,5.53,2.55,3.73,0.89,1.47,2.94,5,1.64,1.45,3.17,4.78,3.93,4.14,5.44,1.93,2.84,1.55,4.57,2.57,2.38,2.18,2.93,2.87,3.85,2.57,2.21,5.79,2.32,2.69
June,,,1.5,1.05,1.92,2.75,2.11,7.5,2.18,2.45,3.9,2.78,6.87,2.72,2.02,0.91,2.62,2.09,1.55,1.45,3.56,0.09,1.76,,2.86,0.15,3.54,4.8,9.98,1.6,2.71,7.43,0.67,3.12,3.18,5.62,4.82,3.16,6.38,4.74,0.98,1.29,1.46,4.97,4.58,5.87,4.66,3.69,6.45,0.95,3.18,2.19,4.54,2.42,2.88,3.35,3.91,3.23,6.28,2.78,2.17
July,,,2,5,2,2.6,2.35,2.69,4.5,6.05,3.96,0.87,2.98,1.06,3.79,5.06,2.21,2.07,4.6,1.55,9.35,1.97,4.78,,4.83,1.9,3.34,4.07,3.02,2.39,6.58,4.73,5.15,3.65,2.92,2.25,4.25,2.78,5.36,8.53,4.79,1.74,5.14,4.22,4.97,2.54,4.82,3.87,2.76,3,5.78,4.67,2.28,4.65,3.9,1.22,8.56,7.01,5.66,3.94,8.43
August,,,4.45,5.84,5.95,5.95,4.45,3.65,3.48,3.11,5.3,2.81,8.57,2.15,3.59,4.9,3.61,5.63,2.58,3.92,3.19,6.76,5.92,,7.44,4.97,4.93,9.15,7.4,6.03,7.77,5.64,1.8,2.32,4.03,2.01,3.12,2.9,5.29,3.38,2.19,8.33,6.32,8.91,4.24,3.77,8.03,0.52,5.93,4.47,7.45,6.57,5.67,4.69,6.07,0.99,11.61,7.5,6.38,0.96,6.03
September,,,2.3,5.69,1.32,2.42,1.23,0.94,4.09,2.58,0.31,4.03,2.77,1.94,2.84,0.95,2.02,1.92,11.1,1.62,1.98,1.89,3.35,,5.73,4.08,4.24,7.2,0.97,2.7,5.11,3.91,5.7,1.82,4.43,8.72,4.32,2.64,1.86,1.67,5.57,0.88,3,7.74,7.65,3.88,9.87,3.58,4.37,1.47,10.04,4.23,3.34,2.7,6.02,2.86,5.79,7.09,6.88,0.76,3.43
October,,,4.76,9.25,2.43,3.24,7.29,5.15,2.7,5.76,2.84,3.72,5.07,2.1,2.55,1.72,7.21,5.31,3.2,2.56,2.22,3,0.91,,6.81,6.96,5.08,7.47,7.81,6.38,7.44,3.14,8.49,5.52,6.62,11.13,5.96,2.97,14.37,3.2,6.58,6.19,8.17,4.21,6.06,8.78,1.14,1.53,3.41,6.54,3.71,1.68,5.79,2.1,9.58,2.61,4.18,10.02,6.08,7.41,6.55
