HARTLEPOOL (HART RES.),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,,,,,,,,2.40,,1.19,,
February,,,,,,,,0.58,,2.37,,
March,,,,,,,,1.16,,1.53,,
April,,,,,,,,1.69,,1.29,,
May,,,,,,,,2.87,,2.86,,
June,,,,,,,,1.49,,1.27,,
July,,,,,,,,3.59,,0.63,,
August,,,,,,,,2.73,,1.58,,
September,,,,,,,,1.95,,3.28,,
October,,,,,,,,1.13,,2.61,,
November,,,,,,,,0.78,,2.90,,
December,,,,,,,,2.07,,2.80,,
Total,,,,,,,,22.44,,24.31,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.44,0.00,24.31,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,NaN,0.00,,
