Rainfall at,HARTLEPOOL (HART RESERVOIR),
Grid ref,NZ483343,Long,-1.252032,Lat,54.701417
Station no,3527,
,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,1.21,1.45,0.83,2.30,1.67,3.29,1.41,1.47,3.15,4.27,
February,1.43,0.63,1.28,1.35,2.00,1.31,1.80,3.74,0.60,1.97,
March,3.09,1.33,0.12,1.10,1.05,0.77,0.95,3.42,0.65,1.38,
April,1.25,1.07,1.66,0.19,0.73,1.12,0.42,1.44,1.61,0.56,
May,4.30,1.41,1.57,1.78,1.21,0.45,1.47,3.25,0.63,0.20,
June,1.31,1.10,1.67,1.76,2.52,2.86,2.43,2.87,1.75,0.33,
July,1.79,0.99,2.01,1.36,1.16,2.46,3.03,2.76,2.33,4.48,
August,4.51,1.53,2.58,4.17,0.90,6.54,2.54,2.64,0.24,2.17,
September,1.02,4.73,0.97,1.60,1.46,1.90,3.07,1.86,0.82,1.98,
October,1.17,1.68,1.22,3.43,1.24,0.98,1.71,1.12,1.22,6.21,
November,3.93,3.38,1.31,2.68,2.02,1.15,1.17,0.98,3.17,3.14,
December,2.62,1.91,0.88,1.40,2.05,1.62,0.74,2.39,3.12,2.58,
Total,27.63,21.21,16.10,23.12,18.01,24.45,20.74,27.94,19.29,29.27,
Calc annual,27.63,21.21,16.10,23.12,18.01,24.45,20.74,27.94,19.29,29.27,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,
