ABOYNE GLEN TANAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NO474958,Long,-2.868661,Lat,57.050252,Elevation,576,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5629/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,2.65,0.97,3.1,0.95,4.6,0.4,1.75,0.27,3.25,1.17,3.98,3.72,2.3,2.56,,2.95,1.95,4.1,1.43,3.32,2.57,4.13,4.23,0.91,2.43,0.95,2.97,5.15,,,,,,,,,
February,,,,1.6,0.6,0.65,3.55,2.15,0.9,4.1,5.14,1.71,1.2,9.59,5.85,3.58,1.58,,2.56,3.56,2.16,0.2,3.86,2.46,5.24,2.45,0.53,0.77,2.49,1.13,10.93,,,,,,,,,
March,,,,1.1,0.61,1.1,2.6,2.2,1.9,3.05,1.31,3.11,3.38,4.54,4.46,1.87,2.98,,5.84,1.94,2.95,2.33,1.82,0.19,1.58,3.55,0.65,6.6,2.12,3.94,5.39,,,,,,,,,
April,,,,0.1,1.17,0.8,1.3,3.45,1.55,3.6,3.57,0.95,5.22,2.12,2.36,3.89,0.66,1.35,1.89,4.67,0.35,1.08,0.79,1.26,1.76,0.4,0.61,2.54,6.5,2.97,1.14,,,,,,,,,
May,,,,2.9,1.67,1,0.75,2.35,1.9,2.73,0.42,2.38,2.17,1.36,1.41,5.17,3.57,0.71,2.83,1.62,2.04,1.95,1.51,0.63,3.11,1.09,0.7,1.95,2.64,3.63,1.86,,,,,,,,,
June,,,,1.2,0.85,2.85,0,4.6,3.35,5.02,1.5,1.39,3.56,2.21,1.12,1.08,0.35,0.85,4.43,0.82,0.84,0.63,1.85,2.25,1.67,2.11,2.15,3.28,1.91,1.37,2.39,,,,,,,,,
July,,,,8,2.82,3.45,0.1,3.06,0.05,3.45,4.62,2.31,3.29,10.26,4.14,1.74,3.38,1.63,5.46,2.51,2.15,3.49,1.74,3.48,3.37,3.17,3.88,1.28,0.58,3.63,4.03,,,,,,,,,
August,,,,3,5.55,1.9,2,6.53,8.25,4.73,1.1,4.03,2.17,3.22,0.83,3.35,0.3,2.2,1.59,9.07,3.5,4.29,2.76,1.45,6.07,2.74,1.27,3.44,1.33,0.6,5.4,,,,,,,,,
September,,,,6.6,2.25,2.7,3.25,1.45,3.3,1.27,2.75,4.17,4.23,4.95,1.45,3.86,2.9,4.19,0.96,0.33,1.29,2.83,1.15,2.31,0.69,0.77,2.92,0.87,1.26,3.24,1.06,,,,,,,,,
October,,,,2.5,2.55,7.55,2.85,3.15,3.05,1.69,1.6,7.14,4.33,2.85,3.47,2.32,2.45,,2.26,3.42,3.05,2.68,4.96,2.23,4.8,3.98,3.5,2.64,8.6,1.22,2.34,,,,,,,,,
November,,,,2.49,2.75,3.8,4.85,4.47,4.15,3.04,3.5,6,5.96,1.45,3.09,5.68,,5.18,6.88,1.14,3.58,2.96,2.07,0.99,1.89,2.62,0.55,2.17,4.69,4.09,3.69,,,,,,,,,
December,,,,1.3,1.9,2.94,14.65,2.03,2.45,0.72,3.04,2.6,5.24,2.11,1.2,2.08,,1.3,2.32,0.7,1.61,2.46,0.48,2.65,2.17,2.32,3.79,3.88,1.13,3.01,1.57,,,,,,,,,
Total,,,,33.44,23.69,31.84,36.85,40.04,31.25,35.15,28.82,39.04,41.92,48.64,33.1,36.92,,,39.97,31.73,27.62,26.33,26.31,22.47,36.48,29.43,21.46,31.85,34.2,31.8,44.95,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887 JF S+T deleted est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5629/5,RR4041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyd Stn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
