DUNFORD BRIDGE UPPER WINDLEDEN No 3 GAUGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE156024,Long,-1.766198,Lat,53.518046,Elevation,1100,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,4.68,2.88,,1.39,3.81,1.52,2.65,7.31,7.36,2.54,4.59,6.14,4.94,1.31,5.89,2.02,3.98,3.36,4.74,3.04,4.98,4.17,5.21,8.19,5.54,3.1,,6.83,,11.97,4.75,,,,,,15.2,1.3,8.06,7.03,7.46,4.55,4.5,2.65,4.1,6.83,6.81,5.57,3.04,,,,,,,,,,
February,,,3.14,6.65,,0,1.64,4.5,5.62,2.4,2.85,1.88,0.67,6.14,5.78,2.02,3.39,3.8,2.69,3.19,6.59,5.14,1.95,2.08,4.11,4.38,6.75,0.86,,1.48,,0.5,5.5,,,,,,7.49,1.2,1.08,6.92,0.33,4.95,0.29,8.3,2.98,5.92,2.62,5.18,2.25,,,,,,,,,,
March,,,0.91,0.4,,6.42,8.81,5.31,3.06,0.92,2.15,5.68,3.37,6.76,1.43,7.91,5.48,4.5,3.23,2.85,1.22,3.94,5.72,6.62,6.57,1.87,3.73,2.2,,5.74,,3.75,5.15,,,,,,3.11,0.82,2.9,0.36,3.21,3.22,4.13,2.68,3.51,2.72,1.87,3.24,3.69,5.14,,,,,,,,,
April,,,1.72,0.61,,2.84,1.81,6.34,4.55,6.05,3.03,3.89,3.39,3.24,5.38,5.39,1.17,2.83,1.99,4.33,4.16,2.41,2.29,3.94,2.73,1.67,3.56,2.2,,2,,1.42,4.93,,,,,,2.23,1.96,3.04,5.36,6.44,2.1,2.67,4.22,1.76,3.12,0.62,2.61,3.13,3.03,,,,,,,,,
May,,,5.97,2.65,,0.63,1.33,1.12,4.33,3.76,2.26,0.9,3.29,5.85,2.9,1.51,4,5.55,4.95,2.16,2.32,2.07,4.01,5.52,3.34,1.88,2.73,2.35,,2.97,,1.53,1.43,,,,,,2.18,3.43,2.12,2.76,5.89,1.85,3.63,0.47,1.9,2.96,3.56,2.34,1.03,,,,,,,,,,
June,,,3.84,1.84,,2.81,3.36,4.19,3.13,1.28,2.92,2.02,2.38,2.16,1.53,2.53,2.56,8.35,2.33,4.24,3.39,4.59,5.69,2.82,3.95,0.85,4.83,2.63,,1.57,,1.05,2.22,,,,,,5.04,1.33,4.79,5.01,1.21,2.98,1.8,4.32,5.37,1.73,4.61,3.13,0.78,,,,,,,,,,
July,,,4.02,3.1,,7.95,2.48,4.02,1.4,3.03,3.76,5.32,2.99,3.7,1.78,2.8,2.92,3.39,4.69,5.71,6.59,0.44,4.81,1.43,3.77,6.17,2.99,2.71,,4.17,,2.6,6.23,,,,,,1.8,3.05,8.7,5.81,5.03,5.11,3.33,2.47,4.46,3.3,4.48,7.81,4.43,,,,,,,,,,
August,,,5.63,2.96,,5.44,2.46,2.96,4.42,0.63,7.25,3.13,4.68,6.85,5.41,4.58,4.2,5.01,3.18,4.2,6.31,3.26,9.08,2.1,3.31,3.7,2.85,7.65,,4.28,,4.79,5.89,,,,,,5.04,5.52,5.01,7.76,2.29,0.9,3.67,2.58,1.99,1.28,2.78,1.98,2.16,,,,,,,,,,
September,,,3.43,4.37,,1.22,8.49,5.61,2.43,7.96,1.66,0.89,2.21,6.69,2,3.85,1.86,0.86,4.36,3.48,1.52,3.88,2.13,2.54,3.2,1.95,2.84,3.54,,1.99,,3.25,5.96,,,,,,0.53,1.81,5.86,6.34,5.67,1.98,3.65,7.8,6.48,1.76,2.39,2.02,4.87,,,,,,,,,,
October,,8.47,7.96,4.03,,5.6,7.35,2.96,5.17,3.51,4.95,3.46,6.6,12.23,2,4.08,6.29,6.37,1.78,7.74,2.54,2.7,4.31,4.88,2.85,1.91,6.59,7.28,,3.94,,2.78,0.82,,,,,,6.55,5.85,7.72,2.63,8.96,5.93,5.96,11.34,5.9,3.65,10.89,4.35,5.84,,,,,,,,,,
November,,5.21,3.72,3.05,,5.57,2.31,3.36,3.79,3.62,3.73,8.09,2.93,4.71,4.87,5.26,9.81,6.04,3.49,0.91,5.91,7.76,4.52,4.91,7.92,3.61,6.86,5.6,,4.49,,2.7,3.38,,,,,,9.61,10.11,6.33,6.61,5.07,2.61,3.16,8.54,7.92,2.66,6.65,9.88,10.26,,,,,,,,,,
December,,,2.53,6.76,,4.63,5.01,9.52,8.27,3.83,8.76,6.07,4.08,3.37,3.67,4.07,4.18,5.43,3.05,9.64,6.89,8.92,8.12,4.56,7.98,9.71,4.31,2.7,,7.84,,9.82,4.59,,,,,,3.7,14.42,4.28,2.74,2.31,0.78,5.21,3.68,4.64,2.6,4.57,5.73,4.52,,,,,,,,,,
Total,,,47.55,39.3,55.74,44.5,48.86,51.41,48.82,44.3,50.68,43.87,41.18,67.84,41.69,45.31,51.75,54.15,39.72,51.81,52.18,48.15,57.61,45.57,54.94,45.89,53.58,42.82,57.44,47.3,57.01,46.16,50.85,,,,,,62.48,50.8,59.89,59.33,53.87,36.96,42,59.05,51.01,38.53,51.85,53.84,46,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1930 all except May, Sept and Dec estimated but total considered ok on record",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941 Jan and Feb estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
