Rainfall at,BELFAST QUEENS COLLEGE
,
Station no,6213,
,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869
January,6.46,2.45,4.79,4.35,1.70,4.15,3.53,3.47,2.86,3.86,
February,2.52,1.88,1.40,1.06,1.93,3.00,2.87,2.67,2.96,4.45,
March,3.14,4.26,3.06,2.29,4.12,2.88,3.43,2.15,3.85,2.08,
April,2.07,0.82,3.63,2.34,2.11,0.46,1.58,3.55,2.56,1.93,
May,2.66,0.28,3.70,2.72,1.87,3.91,1.67,4.15,2.13,1.85,
June,5.79,1.74,2.78,3.27,2.63,0.96,2.53,0.97,0.35,1.29,
July,2.31,4.56,3.71,0.50,1.65,1.55,1.87,4.34,0.57,2.02,
August,4.61,5.19,2.47,3.95,2.39,3.32,3.24,2.23,4.58,1.81,
September,1.21,4.38,1.28,3.31,2.53,0.38,4.97,1.72,1.86,4.96,
October,2.78,2.71,4.42,6.68,3.37,4.91,1.90,4.57,2.31,1.35,
November,1.71,3.66,3.59,3.86,3.61,3.74,4.27,0.76,2.69,4.30,
December,2.97,2.09,4.35,2.59,1.58,2.76,3.70,2.10,4.86,2.67,
Total,38.23,34.02,39.18,36.92,29.49,32.02,35.56,32.68,31.58,32.57,
Calc annual,38.23,34.02,39.18,36.92,29.49,32.02,35.56,32.68,31.58,32.57,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,
