"ROCHFORD RECTORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2394,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.45,3.10,,1.81,3.65,2.42,3.65,3.32,4.80,1.23,6.06,
February,1.06,0.39,,6.27,0.43,4.26,2.06,2.50,2.19,0.56,0.73,
March,2.98,1.59,2.79,1.43,1.11,0.61,0.41,2.74,2.43,0.14,2.51,
April,4.95,1.22,2.19,2.54,3.19,2.06,2.01,1.65,1.32,0.70,3.25,
May,2.52,1.06,1.29,1.62,6.22,3.22,2.62,1.36,1.06,1.92,2.07,
June,2.73,0.27,0.87,0.32,1.96,0.13,1.51,3.73,3.06,2.24,1.18,
July,4.22,0.54,3.36,4.87,4.12,2.60,2.27,2.22,1.18,1.75,3.33,
August,1.45,3.15,2.56,1.73,3.50,2.02,2.06,4.64,2.41,1.35,-999.00,
September,2.03,1.03,2.04,1.59,4.25,3.50,0.93,4.05,1.02,1.40,3.73,
October,2.93,2.07,0.53,4.25,3.97,3.33,2.57,2.13,4.86,4.98,2.92,
November,0.79,2.32,1.22,1.79,2.04,2.15,6.24,3.28,3.00,7.56,3.10,
December,2.50,2.02,4.33,2.80,3.51,2.66,0.68,2.30,2.08,6.49,3.57,
Total,31.61,18.76,28.44,31.02,37.95,28.96,27.01,33.92,29.41,30.32,35.58,
Calc annual,31.61,18.76,21.18,31.02,37.95,28.96,27.01,33.92,29.41,30.32,32.45,
Difference,0.00,0.00,7.26,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,3.13,
