"WHITLEY BAY (MARDEN HOUSE)",,,,,,,,,,,,
Grid ref,NZ356713,Long,-1.444540,Lat,55.034952,,,,,,,
Station no,3583/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.58,2.09,1.18,1.52,,,,,,,,
February,2.04,0.84,1.37,1.76,,,,,,,,
March,3.40,1.54,0.05,0.96,,,,,,,,
April,1.80,1.70,2.09,0.43,,,,,,,,
May,3.64,2.23,2.25,2.83,,,,,,,,
June,1.83,1.99,2.01,1.99,,,,,,,,
July,1.22,0.85,2.83,1.73,,,,,,,,
August,4.27,2.06,4.11,5.40,,,,,,,,
September,1.07,2.86,1.35,,,,,,,,,
October,1.00,2.30,1.01,,,,,,,,,
November,5.20,3.89,1.19,,,,,,,,,
December,1.87,3.59,0.89,,,,,,,,,
Total,28.92,25.94,20.33,,,,,,,,,
Calc annual,28.92,25.94,20.33,16.62,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
