"MIDHOPE MOOR, BARNSIDE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK229984,Long,-1.656395,Lat,53.481827,Elevation,1000,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,4,2.25,3.57,5.43,5.25,6.66,5.85,3.52,3.52,6.35,6.54,3.95,14.23,2.41,8.75,4.62,5.14,3.08,3.98,2.37,4.66,6.64,7.52,6.67,3.9,4.2,3.88,6.85,7.8,4.81,7.36,5.04,11.49,2.61,2.83,5.35,6.56,1.67,4.71,3.88,7.35,4.19,5.83,5.42,7.79
February,,,,,,,8.2,0.63,5.96,2.23,3.79,0.28,4.87,7.22,1.41,7.38,4.27,1.98,5.87,0.78,1.02,4.67,0.44,4.74,0.17,7.34,3.3,7.03,2.46,3.77,3.04,5.65,1.48,3.99,2.45,5.19,7.11,3.5,4.92,3.07,8.42,5.12,1.68,2.81,4.54,3.9,1.96,4.2,7.13,0.26,3.97
March,,,,,,,4.5,2.61,1.07,6.72,3.24,3.37,3,2.81,1.28,1.39,2.37,4.85,3.88,0.52,5.5,0.17,3.02,2.86,4.32,1.93,3.81,2.54,1.01,3.98,3.66,7.18,2.53,2.15,0.7,1.47,2.25,8.12,2.53,1.77,2.47,6.43,2.87,3.23,3.74,3.79,2.58,3.66,3.62,2.34,3.37
April,,,,,,,2.2,1.73,1.67,1.77,7.1,1.36,4.29,3.32,2.6,4.28,2.13,4.03,2.04,1.78,4.41,4.86,4.84,1.26,2.79,3.51,1.82,2.78,0.4,2.59,3.95,2.8,3.04,3.86,3.07,3.08,2.26,5.83,3.1,4.26,5.08,2.43,2.63,3.98,0.77,1.52,3.5,0.28,1.21,5.8,2.75
May,,,,,,,2,2.17,2.94,1.69,4.93,2.09,1.26,4.57,4.82,4.83,3.14,1.59,1.86,2.82,2.54,3.27,6.19,2.87,2.26,0.46,1.48,3.29,3.76,2.46,1.14,3.29,5.2,3.57,3.7,4.27,2.96,3.36,1.99,2.8,2.75,4.48,2.97,3.06,5.11,4.71,1.15,1.85,4.36,1.05,2.19
June,,,,,,,2.7,2.05,1.26,0.58,3.9,0.29,1.59,0.87,2.02,0.11,3.65,4.61,4.23,1.54,3.45,4.99,0.77,1.99,1.28,3.34,4.51,1.26,3.35,3.15,0.89,0.87,1.29,2.94,2.68,3.89,5.55,3.23,5.57,0.87,1.19,1.3,2.66,3.36,2.48,3.94,4.17,1.25,5.55,2.29,1.55
July,,,,,,,1.5,1.82,3.54,3.83,5.98,1.33,4.79,3.68,3.95,1.99,3.52,2.58,1.51,3.09,7.98,3.89,4.35,2.41,1.94,1.52,3.96,2.69,4.9,7,4.05,2.78,3.95,1.98,3.2,1.96,3.67,2.28,1.55,4.97,2.44,2.62,1.94,3.89,3.18,1.14,8.02,3.58,5.48,2.68,5.16
August,,,,,,,1.6,5.69,1.25,3.59,1.82,5.98,6.41,4.1,3.77,3.81,4.11,5.31,3.92,3.71,4.4,7.07,2.3,0.66,2.1,2.47,1.57,1.02,2.9,2.65,0.84,4.69,4.72,4.02,3.66,3.73,4.53,0.47,6.34,2.67,4.06,5.64,3.04,4.53,6.92,1.66,8.16,6.62,3.82,1.21,4.94
September,,,,,,,1.6,1.82,10.07,2.86,1.79,0.75,3.78,3.9,4.13,3.69,2.07,6.71,0.46,1.61,5.68,4.85,2.72,2.16,2.98,5.97,5.08,1.99,3.31,2.2,3.55,0.41,2.49,4.75,5.42,2.14,7.1,1.9,2.19,1.91,6.08,3.05,5.04,2.8,4.94,1.4,4.62,5.75,5.38,0.06,4
October,,,,,,,7,6.38,3.28,2.45,3.27,2.68,1.21,3.8,6.1,5.71,5.41,6.22,6.47,5.48,5.58,1.72,6.28,5.16,3.67,10.01,4.36,4.14,10.3,4.2,5.79,5.6,4.93,2.63,4.72,7.75,2.06,1.12,2.41,4.76,2.16,0.98,7.99,2.46,7.21,3.32,2.77,4.87,3.71,3.71,8.93
November,,,,,,,4.5,4.27,2.69,2.7,2.38,2.74,2.65,7.2,3.69,3.41,6.68,7.24,9.25,9.97,5.54,6.5,3.86,2.45,2.74,8.14,6.57,2.92,6.29,8.19,10.27,4.87,1.78,3.74,8.44,0.79,10.17,6.17,1.83,7.9,6.82,11.58,2.81,3.99,10.32,3,2.23,3.33,1.28,5.89,7.1
December,,,,,,,4.2,2.01,7.07,6.74,5.07,7.13,4.7,4.45,5.88,6.27,2.27,3.9,3.59,13.18,3.81,1.96,1.76,0.6,6.3,3.99,4.66,4.57,4.84,4.55,4.82,2.56,4.31,2.64,5.25,4.05,5.02,5.92,5.65,9.18,2.59,8.76,3.89,2.15,8.52,6.46,6.14,6.07,5.66,9.19,6.37
Total,,,,,,,44,33.43,44.37,40.59,48.52,34.66,44.4,49.44,43.17,49.22,46.16,52.97,57.31,46.89,58.66,48.57,41.67,30.24,34.53,51.05,45.78,40.87,51.04,51.41,45.9,44.9,39.6,43.12,51.09,43.13,60.04,46.94,49.57,46.77,46.89,57.74,44.08,37.93,62.44,38.72,52.65,45.65,53.03,39.9,58.12
