"ALDERSHOT SEWAGE WORKS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,753,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.24,2.48,3.69,1.87,3.03,2.66,4.29,1.87,4.05,1.32,4.31,
February,0.47,0.28,2.64,4.61,0.54,4.76,2.00,4.58,2.06,0.53,0.97,
March,2.58,1.18,2.09,2.71,1.22,0.68,0.34,2.94,2.18,0.28,0.83,
April,3.50,0.83,3.18,2.75,3.25,2.65,3.14,2.04,2.73,0.65,2.18,
May,0.86,1.84,0.87,2.71,3.31,3.18,1.37,1.28,1.59,1.82,1.95,
June,1.68,0.35,1.07,0.39,2.77,0.01,2.90,3.38,2.22,1.65,0.33,
July,4.87,0.30,5.99,1.64,4.74,3.26,1.33,3.20,2.27,1.15,1.61,
August,1.63,2.22,2.63,1.83,2.58,4.13,1.23,2.74,2.13,1.46,2.87,
September,1.95,1.24,1.77,1.64,4.63,3.22,0.69,4.99,1.36,0.17,3.09,
October,2.04,0.86,1.18,6.56,3.93,3.75,2.78,1.40,5.11,3.63,1.50,
November,1.37,1.85,1.66,1.69,2.86,1.83,6.00,3.76,2.17,6.97,5.28,
December,2.60,1.57,4.46,2.70,4.42,3.79,0.25,3.95,2.68,6.82,2.28,
Total,26.79,15.00,31.23,31.10,37.28,33.92,26.32,36.13,30.55,26.45,27.20,
Calc annual,26.79,15.00,31.23,31.10,37.28,33.92,26.32,36.13,30.55,26.45,27.20,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,
