"EAST SHEEN (CEMETERY)",,,,,,,,,,,,
Grid ref,TQ193747,Long,-0.284230,Lat,51.458715,,,,,,,
Station no,161/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.26,1.91,1.18,1.04,2.36,3.93,1.46,2.03,2.36,1.77,,
February,5.31,0.81,1.23,2.00,1.33,0.39,2.87,2.37,0.07,1.68,,
March,2.97,3.13,0.54,2.27,1.04,0.92,1.01,1.10,1.65,1.65,,
April,2.35,1.34,2.54,0.37,0.35,1.07,0.25,1.15,1.84,0.55,,
May,2.15,2.51,1.58,1.97,4.00,0.24,1.28,2.35,0.53,1.81,,
June,1.12,2.68,2.27,4.63,2.24,2.22,1.01,4.15,0.53,1.19,,
July,1.09,0.53,3.37,2.50,0.19,5.03,3.22,2.38,1.33,3.44,,
August,3.22,3.46,1.59,3.35,0.72,3.71,4.32,3.21,1.18,2.01,,
September,2.47,3.08,2.40,2.14,1.72,2.18,2.65,4.46,0.09,3.66,,
October,0.90,2.95,3.11,2.39,2.43,1.93,1.97,2.46,1.90,4.82,,
November,5.65,3.13,1.14,3.82,0.93,0.46,2.42,1.92,2.31,3.51,,
December,1.85,2.49,0.55,1.95,2.15,2.44,1.84,2.83,3.01,2.04,,
Total,32.34,28.02,21.50,28.43,19.46,24.52,24.30,30.41,16.80,28.13,,
Calc annual,32.34,28.02,21.50,28.43,19.46,24.52,24.30,30.41,16.80,28.13,,
Difference,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,,
