"GRANTHAM GUILDHALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR1299,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.21,1.68,2.32,1.33,1.60,1.75,2.81,1.95,,,,
February,1.21,0.33,2.36,3.17,1.06,2.54,1.01,1.96,,,,
March,3.07,0.84,1.71,1.58,0.53,1.03,0.63,2.09,,,,
April,4.55,0.81,2.76,1.98,1.85,1.54,1.95,1.63,,,,
May,1.12,1.31,1.17,1.58,2.89,2.84,2.59,0.95,,,,
June,2.23,1.05,1.02,0.71,2.02,0.16,2.27,3.04,,,,
July,2.77,0.30,4.77,3.19,2.57,1.07,2.05,1.75,,,,
August,0.81,3.73,6.07,1.74,2.36,0.82,2.44,2.43,,,,
September,1.40,0.63,1.62,2.28,3.11,2.92,1.25,4.84,,,,
October,1.13,1.52,1.06,2.35,4.18,2.74,2.35,2.14,,,,
November,0.91,1.23,1.25,2.10,1.58,2.16,3.23,3.07,,,,
December,1.98,1.21,3.34,2.59,1.83,2.21,0.80,2.04,,,,
Total,23.39,14.64,29.45,24.60,25.58,21.78,23.38,27.89,,,,
Calc annual,23.39,14.64,29.45,24.60,25.58,21.78,23.38,27.89,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,
