"DERBY ARBORETUM",,,,,,,,,,,,
Grid ref,SK355350,Long,-1.473561,Lat,52.911261,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.16,1.61,1.15,1.96,2.02,1.31,3.64,1.66,1.22,1.30,,
February,4.06,1.14,1.56,1.21,2.94,1.07,3.76,2.59,1.69,0.70,,
March,0.75,2.01,1.43,3.36,2.12,3.61,2.43,2.03,2.83,3.43,,
April,1.10,1.76,2.22,1.83,1.72,1.60,0.88,1.66,3.04,1.64,,
May,1.55,0.82,2.67,2.92,1.77,0.39,1.84,3.90,2.48,1.94,,
June,3.93,1.86,2.19,1.26,0.56,2.36,2.04,3.34,1.66,2.33,,
July,3.89,3.31,1.34,2.17,2.02,0.88,0.59,2.75,2.53,3.30,,
August,4.77,1.73,3.16,4.71,2.81,3.02,1.01,3.42,3.89,2.51,,
September,0.93,0.90,1.58,2.73,1.80,1.32,1.00,0.82,1.67,2.31,,
October,2.84,1.61,2.56,5.31,0.57,1.44,5.18,4.06,1.15,3.71,,
November,2.16,1.80,1.65,2.05,1.49,2.61,2.88,1.95,1.76,0.52,,
December,4.23,6.01,1.71,1.22,1.95,0.65,2.49,3.02,1.67,4.88,,
Total,34.37,24.56,23.22,30.73,21.77,20.26,27.74,31.20,25.59,28.57,,
Calc annual,34.37,24.56,23.22,30.73,21.77,20.26,27.74,31.20,25.59,28.57,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
