"WELLS (WOOKEY HOLE PAPER MILLS)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2020,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,2.25,2.89,3.41,2.60,0.77,3.84,4.78,3.36,5.82,2.39,,
February,3.69,0.10,4.77,0.38,3.40,2.27,6.09,1.32,1.75,2.59,,
March,0.83,1.98,3.28,2.50,1.04,3.47,3.92,0.34,1.56,3.12,,
April,2.68,2.91,1.85,1.92,5.03,2.71,2.71,0.22,3.68,2.76,,
May,4.52,5.72,1.79,1.28,1.06,1.10,2.66,2.12,0.91,3.76,,
June,3.11,1.40,1.80,1.34,4.34,2.15,1.29,1.59,2.90,1.05,,
July,4.59,5.40,2.59,1.31,0.43,7.41,4.46,3.60,3.98,3.88,,
August,4.73,1.70,1.92,4.25,1.83,0.76,1.18,3.10,4.08,0.18,,
September,2.42,5.46,2.25,3.09,5.15,3.46,2.50,2.02,1.10,2.34,,
October,1.25,7.08,3.17,3.58,4.47,3.12,3.97,5.78,3.72,3.68,,
November,3.93,3.03,0.92,1.32,7.35,3.66,2.73,5.49,7.96,8.63,,
December,1.08,1.62,0.96,7.73,4.35,2.59,2.63,4.81,2.48,2.90,,
Total,35.08,39.29,28.71,31.30,39.22,36.54,38.92,33.75,39.94,37.28,,
Calc annual,35.08,39.29,28.71,31.30,39.22,36.54,38.92,33.75,39.94,37.28,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
