LITTLE DON VALLEY (BROCKHOLES),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE227011,Long,-1.659214,Lat,53.506104,Elevation,902,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,2.7,1.73,4.75,3.86,2.42,5.5,2.91,2.58,2.99,4.64,5.45,5.07,4.35,2.25,1.78,3.06,3.61,1.76,6.6,1.45,5.49,3.88,4.25,3.42,3.36,2.31,4.21,5.89,5.03,5.69,3.5,3.74,3.34,5.3,5.61,3.7,4.7,4.17,9.11,1.49,1.96,3.19,4.6,0.91,3.19,2.75,5.49,2.38,4.61,4.01,7.09
February,3.49,3,2.21,1.32,2.7,4.74,6.65,0.44,4.13,2.12,3.08,0.32,3.27,6.18,1.27,4.74,2.59,1.41,3.53,0.34,1.21,4.83,0.59,5.95,0.29,5.84,3.88,6.39,1.54,2.86,2.98,4.33,,2.47,2.4,3.9,5.01,3.07,2.78,2.01,6.69,4.64,1.28,2.4,3.47,3.26,1.55,3.17,5.31,0.22,2.5
March,0.73,1.88,3.23,5.35,3.42,1.1,7.61,2.7,1.4,4.79,3.01,2.7,2.57,2.96,1.3,1.67,1.02,3.19,2.91,0.22,3.01,0.29,2.49,2.73,3.94,1.48,3.2,3.53,0.64,3.79,2.44,6.16,,1.41,0.77,0.94,2.42,6.7,1.29,1.14,1.58,5.16,2.38,1.97,3.07,3.66,1.49,2.16,2.63,1.73,3.44
April,2.78,1.68,0.68,3.31,1.28,1.53,2.05,2.56,1.62,1.58,5.91,1.25,4.31,2.48,1.84,2.94,2,4.2,1.66,1.42,4.2,5.21,4.23,1.22,3.34,3.04,2.47,2.87,0.31,2.3,3.96,2.74,1.24,2.55,2.39,2.3,1.99,3.68,2.09,4.2,3.39,1.74,1.95,3.12,0.49,0.9,3.4,0.28,0.78,5.2,1.95
May,3.5,0.9,4.01,2.54,1.71,1.89,2.46,2.13,2.91,1.62,4.2,1.5,1.06,4.35,4.26,4.08,2.68,1.33,2.6,1.94,2.06,2.96,7.06,2.15,1.89,0.54,1.65,3.64,3.43,2.28,0.96,2.94,3.67,2.99,3.35,4.55,2.95,3.2,1.97,2.38,2.86,5.09,2.6,2.51,4.13,4.12,0.77,1.32,3.69,1.12,2.33
June,2.75,3.03,3.57,1.18,3.95,1.16,2.37,1.94,1.14,0.69,3.55,0.28,1.43,1.06,1.55,0.17,3.17,3.68,3.32,1.17,3.08,4.91,0.63,2.09,1.18,2.96,4.53,1.33,2.75,2.83,0.75,0.63,1.01,1.87,1.68,2.89,4.12,2.5,4.6,0.53,0.84,1.02,1.64,3.39,1.87,3.45,3.56,0.92,5.54,1.58,1.19
July,2.88,0.2,6.02,1.82,2.5,4.71,1.55,1.26,2.99,3.92,5.85,1.12,4.01,2.89,3.1,1.58,3.77,2.79,0.83,2.61,7.43,3.69,4.42,2.13,1.77,0.9,3.47,2.32,3.91,5.41,3.93,2.49,2.88,1.5,2.62,1.83,2.8,1.75,1.05,4.51,1.61,2.87,1.9,2.66,2.2,0.76,7.3,2.75,5.44,2.21,3.72
August,3.57,2.69,7.08,1.54,1.59,4.01,1.78,5.58,1.19,3.34,1.52,5.18,6.83,2.9,2.8,2.71,3.34,5.19,2.59,2.51,2.8,6.9,2.58,0.6,1.69,2.14,1.07,0.68,2.71,2.12,0.73,4,4.94,3.13,3.2,3.48,3.95,0.36,5.43,2.07,3.24,4.4,1.96,3.2,6.08,0.86,6.52,6,4.9,1.2,4.48
September,0.25,2.2,1.69,2.91,2.31,0.69,1.65,1.19,8.69,2.36,1.42,0.82,3.33,2.39,3.25,2.87,1.77,5.31,0.45,1.19,5.71,5.25,2.22,2.53,2.2,5.39,4.34,1.49,3.19,2.26,3.01,0.31,2.69,4.35,4.8,1.67,5.54,1.42,1.52,1.36,3.86,2.04,3.39,1.93,2.74,1.11,4.01,5.03,3.94,0.08,4.4
October,2.72,3.24,3.18,5.45,3.26,2,5.5,4.48,2.13,4.29,2.79,1.95,1.06,1.75,4.9,3.72,3.54,3.45,4.71,3.83,3.88,1.39,5.59,4.4,3.47,7.78,3.61,4.32,7.63,4.23,5.9,4.99,4.06,2.06,4.22,6.12,1.87,1.09,1.68,3.87,1.5,0.89,6.88,2.24,4.69,2.88,2.22,2.83,3,3.06,8.79
November,4.37,4.27,1.83,2.92,4.94,3.6,4.65,2.64,1.52,2.88,1.57,2.26,1.9,4.56,2.6,3.11,4.62,4.86,5.76,5.69,4.07,4.92,3.44,2.55,2.82,8.11,6.53,2.55,4.88,6.9,7.9,4.35,1.65,3.11,6.69,0.67,8.63,3.71,1.26,6.18,5.64,9.96,2.12,2.78,6.66,2.33,1.26,3.15,1.04,5.24,5.23
December,5.92,5.65,3.41,2.98,7.25,8.1,3.55,2.36,5.15,5.39,3.48,5.42,4.11,2.67,2.92,4.04,1.98,2.72,2.53,7.64,2.92,1.66,1.5,0.72,5.41,3.65,4.17,3.65,4.28,3.6,3.99,1.61,2.85,2.06,3.58,3.08,4.06,4.53,3.83,5.89,2.32,5.61,2.6,1.57,4.71,4.15,4.11,5.29,4.02,7.26,4.02
Total,35.66,30.47,41.66,35.18,37.33,39.03,42.73,29.86,35.86,37.62,41.83,27.87,38.23,36.44,31.57,34.69,34.09,39.89,37.49,30.01,45.86,45.89,39,30.49,31.36,44.14,43.13,38.66,40.3,44.27,40.05,38.29,,32.8,41.31,35.13,48.04,36.18,36.61,35.63,35.49,46.61,33.3,28.68,43.3,30.23,41.68,35.28,44.9,32.91,49.14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1942 Feb 1.15, Mar 2.2 and total estimated so omitted",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
