CHORLEY (COWLING SEWAGE WKS.),,,,,,,,,,,,
Grid ref,SD595166,Long,-2.614103,Lat,53.644331,,,,,,,
Station no,3006/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.09,,1.95,3.63,2.82,,2.61,,,,,
February,3.07,,1.44,3.66,3.15,,3.14,,,,,
March,4.77,,1.87,2.93,1.93,,3.10,,,,,
April,2.67,,3.26,0.95,2.35,,0.78,,,,,
May,2.54,,2.30,3.13,3.28,,2.24,,,,,
June,1.07,,2.70,2.78,3.69,,2.50,,,,,
July,2.94,,4.42,5.81,1.02,,5.52,,,,,
August,4.70,,5.27,6.24,1.17,,6.11,,,,,
September,3.50,,4.58,5.05,4.45,,7.28,,,,,
October,0.98,,2.45,8.41,2.32,,6.27,,,,,
November,9.18,,5.64,7.43,2.41,,2.36,,,,,
December,9.26,,1.86,5.62,4.47,,4.49,,,,,
Total,48.77,,37.74,55.64,33.06,,46.40,,,,,
Calc annual,48.77,0.00,37.74,55.64,33.06,0.00,46.40,0.00,0.00,0.00,,
Difference,0.00,NaN,0.00,0.00,0.00,NaN,0.00,NaN,NaN,NaN,,
