WALLINGTON-COTSWOLD-(5-INCH-GAUGE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ288645,Long,-0.151,Lat,51.36497,Elevation,140,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,1.24,2.44,2.44,1.84,3.58,2.23,0.98,1.21,2.6,2.17,0.44,1.83,3.03,1.37,0.55,1.78,0.76,2.84,3.23,0.88,0.7,2.32,3.75,1.1,4.46,1.13,1.67,1.06,2.27,1.26,3.09,3.54,0.67,4.48,1.06,1.15,3.29,3.43,2.7,1.86,3.21,1.58,2.61,1.84,,,,,
February,,,1.93,4.57,2.19,2.64,0.35,0.51,1.07,2.21,0.99,0.06,1.53,3.37,1.82,0.24,0.27,2.1,1.17,2.42,4.14,1.51,0.83,1.58,3.03,1.09,2.04,1.54,1.1,0.66,3.92,1.18,1.74,0.83,3.76,5.17,4.83,0.81,1.07,2.39,0.63,0.28,2.26,4.29,0.63,4.37,,,,,
March,,,0.67,1.14,1.59,1.55,1.25,1.87,3.54,2.35,2.31,2.22,1.56,0.48,1.22,1.4,3.18,4.16,1.32,0.57,0.92,2.77,1.74,2.4,1.53,3.29,1.22,0.81,2.98,3.37,1.31,1.98,3.7,3.05,4.36,0.78,4.62,1.52,0.95,3.56,2.02,1.39,1.98,2.13,0.78,1.02,,,,,
April,,,2.74,1.52,1.78,1.67,1.47,2.02,1.86,2.21,1.93,0.69,1.66,0.1,2.12,1.61,0.71,1.22,1.11,2.33,0.92,2.01,0.69,1.69,1.46,1.85,0.76,3.86,2.55,2.1,2.93,2.07,0.09,2.9,0.9,1.54,1.46,2.1,3.9,3.09,2.64,1.28,2.93,1.84,3.73,2.51,,,,,
May,,,1.2,2.2,1.09,3.45,5.19,1.54,1.04,3,1.73,3.19,1.36,0.63,1.47,0.54,0.15,1.19,2.94,1.71,1.33,1,2.68,5.39,2.4,1.11,1.36,1.9,2.33,1.13,1.98,1.1,1.29,1.35,1.4,3.14,2.62,1.67,1.84,0.1,0.56,2.06,0.9,2.56,2.94,1.74,,,,,
June,,,2.6,0.97,1.53,1.98,,1,2.29,1.22,2.44,1.39,2.91,0.94,2.47,0.2,2.2,1.92,1.43,0.77,2.88,1.56,4.36,7.09,1.07,5.65,2.71,2,2.25,3.43,2.46,2.45,3.18,0.36,1.22,0.6,2.76,2,1.05,1.27,2.05,0.21,1.57,0.4,2.2,0.14,,,,,
July,,,2.55,2.45,1.75,0.33,2.31,2.49,6.48,3.24,5.31,3.84,1.96,2.33,3.65,3.47,1.7,0.89,1.02,0.6,1.35,1.49,1.31,4.65,1.6,0.97,0.61,0.93,3.14,3.12,2.17,0.41,1.73,3.24,2.06,3.49,1.69,5.82,6.3,2.09,3.86,0.15,3.61,2.75,3.48,3.62,,,,,
August,,,1.22,0.71,1.13,1.04,0.92,3.09,2.23,1.88,2.03,4.82,3.01,0.61,2.94,2.54,1.98,2.64,1.1,0.74,3.61,2.08,3.17,4.09,1.54,2.83,0.95,2.42,3.53,2.16,3.4,0.84,5.62,2.08,1.27,2.38,3.16,4.63,1.01,2.9,1.66,0.76,2.28,2.5,3.15,2.14,,,,,
September,,,2.86,3.73,2.08,4.1,1.68,2.21,0.85,1.01,0.61,0.76,1.94,1.35,1.49,0.44,7.2,2.52,0.49,2.29,0.8,1.44,2.04,2.76,1.38,2.14,1.47,0.69,1.45,3.12,1.06,1.31,3.41,1.77,0.85,2.06,1.51,2.08,4.51,1.2,3.16,1.44,1.86,1.41,3.18,2.38,,,,,
October,,,6.07,2.03,1.3,3.05,2.73,1.69,1.48,4.41,1.16,6.17,4.33,3.47,5.02,2.65,3.45,0.58,3.02,2.25,1.97,3.11,1.53,6.06,1.95,1.16,3.77,3.49,2.4,4.5,3.2,3.79,2.77,4.08,1.33,2.45,3.59,3.4,1.48,0.87,1.1,0.55,1.21,5.87,3.52,2.77,,,,,
