DARWELL RESERVOIR,,,,,,,,,,,,
Grid ref,TQ723212,Long,0.452315,Lat,50.964458,,,,,,,
Station no,558/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,2.72,,
February,,,,,,,,,,3.12,,
March,,,,,,,,,,2.96,,
April,,,,,,,,,,0.99,,
May,,,,,,,,,,2.42,,
June,,,,,,,,,,2.31,,
July,,,,,,,,,,3.87,,
August,,,,,,,,,,4.66,,
September,,,,,,,,,,2.35,,
October,,,,,,,,,,8.84,,
November,,,,,,,,,,8.03,,
December,,,,,,,,,,4.19,,
Total,,,,,,,,,,46.46,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.46,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
