"ALTON (WATERWORKS)",,,,,,,,,,,,
Grid ref,SU722389,Long,-0.969246,Lat,51.144821,,,,,,,
Station no,744/6/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.36,2.87,1.07,1.84,3.11,4.28,1.92,3.23,3.94,4.06,,
February,6.60,0.97,1.57,2.90,1.35,0.12,4.00,3.15,0.29,3.53,,
March,5.19,2.81,0.73,3.09,1.38,1.00,1.83,1.31,2.85,1.64,,
April,3.19,2.15,2.76,0.33,0.37,1.26,0.26,0.75,4.04,0.94,,
May,2.71,3.46,2.62,2.20,4.77,0.28,1.14,2.22,0.85,1.48,,
June,1.30,1.63,1.95,2.96,2.77,2.26,0.93,3.02,0.75,1.71,,
July,2.74,1.25,2.83,2.93,1.57,3.80,3.98,1.47,2.78,3.76,,
August,5.32,3.81,1.86,3.22,0.97,3.91,2.90,3.53,2.94,3.99,,
September,3.13,3.53,3.09,3.02,1.58,3.37,3.23,5.15,0.47,4.24,,
October,0.83,4.74,4.83,2.95,4.84,2.57,2.27,3.00,2.66,9.49,,
November,9.69,4.28,1.55,5.79,2.93,0.73,3.30,2.52,3.63,5.93,,
December,3.15,2.66,0.91,3.03,3.41,5.15,2.67,3.40,7.03,4.13,,
Total,48.21,34.16,25.77,34.26,29.05,28.73,28.43,32.75,32.23,44.90,,
Calc annual,48.21,34.16,25.77,34.26,29.05,28.73,28.43,32.75,32.23,44.90,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,,
