"HELENSBURGH (BLAIRNAIRN) NO.3",,,,,,,,,,,,
Grid ref,NS308894,Long,-4.719557,Lat,56.067418,,,,,,,
Station no,5326/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,7.81,14.70,3.02,8.30,4.40,3.59,8.45,7.13,2.90,5.67,,
February,5.28,3.75,3.00,7.16,5.80,2.76,5.45,3.93,3.62,4.60,,
March,6.18,6.48,2.62,5.48,4.90,4.00,7.40,2.61,6.17,3.92,,
April,4.78,3.25,3.22,4.66,4.01,2.31,3.45,3.00,4.70,5.62,,
May,3.62,2.09,4.00,5.75,4.75,5.01,3.56,5.60,2.40,5.50,,
June,2.86,4.94,1.32,5.10,4.65,4.00,3.20,4.50,8.60,4.06,,
July,4.05,5.90,6.05,6.11,4.73,6.50,7.38,6.73,9.63,5.22,,
August,7.15,6.00,5.10,7.31,2.27,7.14,5.20,7.56,2.00,3.90,,
September,5.38,4.39,6.78,11.75,1.37,6.39,3.50,6.00,2.20,4.40,,
October,2.40,6.60,4.92,12.56,5.96,6.87,6.12,6.34,4.65,3.65,,
November,9.45,4.65,9.87,9.85,6.49,3.68,2.56,5.10,7.86,6.17,,
December,11.93,7.75,7.00,13.00,9.00,9.20,8.40,7.93,9.55,6.89,,
Total,70.89,70.50,56.90,97.03,58.33,61.45,64.67,66.43,64.28,59.60,,
Calc annual,70.89,70.50,56.90,97.03,58.33,61.45,64.67,66.43,64.28,59.60,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
