"STIRLING, CRAIGFORTH HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5360,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,4.86,5.08,5.93,5.73,12.08,1.66,5.09,
February,,,,,0.78,4.88,5.58,2.75,5.40,1.86,0.46,
March,,,,,0.89,1.18,2.76,3.29,4.76,0.61,2.77,
April,,,,,2.41,4.00,2.42,2.16,1.67,0.65,1.11,
May,,,,,5.33,5.88,3.24,2.46,1.64,2.72,1.57,
June,,,,,2.25,0.40,3.14,4.24,4.28,2.00,2.39,
July,,,,,4.07,1.19,4.40,4.80,2.79,2.70,4.75,
August,,,,,2.67,4.77,2.91,7.18,4.92,4.95,6.89,
September,,,,,4.97,3.21,3.62,5.87,3.45,0.94,4.38,
October,,,,,3.39,4.20,5.77,6.46,6.47,4.52,5.27,
November,,,,,2.93,0.48,7.84,3.62,5.85,6.36,4.69,
December,,,,,7.73,3.38,1.25,1.42,3.12,7.94,5.72,
Total,,,,,42.28,38.65,48.86,49.98,56.43,36.91,45.09,
Calc annual,0.00,0.00,0.00,0.00,42.28,38.65,48.86,49.98,56.43,36.91,45.09,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,
